 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1723423,202001,,ZZZ.Airport,US,,,,,,VMC,,,Daylight,,,,Air Carrier,EMB ERJ 190/195 ER/LR,,2,Part 121,IFR,Passenger,FMS Or FMC,Initial Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,,,,1723423,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),,,,,,1723575,Aircraft Equipment Problem Less Severe; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Attendant; Person Flight Crew,In-flight,Aircraft Equipment Problem Dissipated; Flight Crew Overcame Equipment Problem; General Maintenance Action,Aircraft,Aircraft,"While climbing out we could smell something that was like burnt plastic. The lead flight attendant called and said he could smell something as well in the forward part of the airplane but not in the aft part. We followed company procedures; using the QRH to trouble shoot but after a few minutes the smell went away. We were not able to determine where the source of the smell was coming from or what dissipated it. After landing we contacted Maintenance; Dispatch and Operations. After Maintenance looked at the aircraft they determined that there were no mechanical issues.",,"Right after takeoff; on initial climb; the smell of burnt rubber was smelled profusely in the cockpit. The forward Flight Attendant called stating that he smelled it as well. After about 5 minutes; the smell dissipated rapidly after 10 minutes the smell was completely gone. We ran the appropriate checklists for odor. There was never smoke; just odor. I did call ZZZ Tower to ask if there was any FOD reported; in the thought of a blown tire. They came back with a; 'negative; no reports.' Cause: We never found a reason as to why the reason occurred. Maintenance was called and met us at the gate in ZZZ1.",,"ERJ flight crew reported a fume event during initial climb that was also detected by Flight Attendants. The fumes dissipated during trouble shooting.",
1723437,202001,0601-1200,ZZZ.Tower,US,,,,,,VMC,,,,,,Tower ZZZ,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,,Takeoff / Launch,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),Flight Crew Total 16000,,,,,1723437,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Crew; Person Flight Attendant,In-flight,Air Traffic Control Provided Assistance; Flight Crew Returned To Departure Airport; Flight Crew Landed in Emergency Condition; Flight Crew Requested ATC Assistance / Clarification,Aircraft,Aircraft,"First leg of trip. Captain's leg. AML (Maintenance Log) Review showed aircraft had just had an engine change. On takeoff; noticed odor/ fumes. As climbing out it became stronger. Cabin crew called to say they had odor/ fumes in the cabin. I assumed Pilot Flying duties while Captain coordinated with Cabin; OPS; and ATC. [ATC was notified of the situation]; CFR (crash; fire; rescue) notified. As flight progressed; odor/ fumes became less pronounced. Landed on XX; CFR said no heat signatures; followed us to gate. Normal deplaning. Cause: Engine change. Mechanic that met us said Maintenance was supposed to have done a high power run up- not sure if it was completed. Suggestions: Ensure aircraft is airworthy after major maintenance.",,,,"B737-800 First Officer reported an air return due to a fume event during initial climb.",
1723510,202001,1201-1800,N90.TRACON,NY,,,,3000,,,,,,,,TRACON N90,Air Carrier,B737 Next Generation Undifferentiated,,2,Part 121,IFR,Passenger,FMS Or FMC,Final Approach,,Class B EWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRACON N90,,Commercial Fixed Wing,,,,IFR,,,Landing,,Class B EWR,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 168; Flight Crew Type 8275,,,,,1723510,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 143; Flight Crew Type 4606,,,,,1723525,Deviation - Altitude Excursion From Assigned Altitude; Deviation - Speed All Types; Deviation - Track / Heading All Types; Inflight Event / Encounter Wake Vortex Encounter; Inflight Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,In-flight,Flight Crew Regained Aircraft Control; Flight Crew Returned To Clearance,Environment - Non Weather Related; Procedure,Environment - Non Weather Related,"On dogleg to an ILS Runway 22L EWR; we experienced an uncommanded roll to the right that increased in rate and approached 30 degrees. We were following another narrow body aircraft and the winds were relatively light at altitude. Spacing was normal 4 to 4.5 miles. I was the flying pilot. We had just received a turn to the right from ATC. While the First Officer was responding to the vector on the radio; then aircraft started to bank due to the wake. I disconnected the autopilot immediately; counter rolled to the left; [I] added power and climbed to get out of the wake. We gained about 300 to 400 ft. and rolled farther right than ATC requested. The stall warning activated for about 1 second and the airspeed dropped slightly below our flaps 5 speed with the flaps at 5. Once out of the effect of the wake we rolled back to the proper heading and got back to the proper airspeed and altitude. The First Officer immediately informed ATC of the deviation due to the wake turbulence. We intercepted ILS final and had a normal stabilized landing.",,"[Report narrative contained no additional information.]",,"B737 flight crew reported that a wake turbulence encounter resulted in altitude; track; and speed deviations.",
1723558,202002,0601-1200,ZZZ.ARTCC,US,,,,15000,,,,,,,,Center ZZZ,Air Carrier,B767-200,,2,Part 121,IFR,Cargo / Freight / Delivery,FMS Or FMC,Climb,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Window Ice/Rain System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Time Pressure,,,1723558,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,,Time Pressure,,,1723559,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Returned To Departure Airport; Flight Crew Landed in Emergency Condition; General Maintenance Action; General Evacuated,Aircraft,Aircraft,"During climbout at about 10 minutes after departure while climbing through about 15;000 feet the Captain noticed the same non-normal odor on the flight deck experienced two days prior. We called the mechanic who was on our jumpseat up to try and locate the source of the odor. After about a minute of not being able to locate the source of the odor; we sat the mechanic down and donned oxygen. It was apparent that the issue had not been fixed and a source of the odor could not be readily determined; we advised ATC. We are given a heading and a descent to return to ZZZ. As I was the pilot flying; the Captain started working through 'Smoke; Fire or Fumes' QRH and once completed; the descent and approach checklists. As we are in an expeditious descent as pilot flying; I had kept the speed at above 250 KIAS under 10;000 feet as a part of our authority to get the plane on the ground in the soonest amount of time. We set up for the ILS into ZZZ and were given vectors to the final approach course and tracked the ILS in for a normal landing. After touchdown; a right turnoff the runway was made and after the parking brake was set; the 'Evacuation Checklist' was completed. We vacate the aircraft via a set of mobile air stairs and wait as the fire crew clear the aircraft. During the postflight; the mechanic onboard deemed that the source of the odor was near the Captain's overhead panel and possible from the wiring harness associated with the window heat system.",,"Between approximately 5-10 minutes after takeoff; during climb; and while climbing through 15;000 feet; the First Officer and I noticed an acrid smell in the cockpit. The First Officer and I; called the supernumerary mechanic forward to help identify the source of the fumes. The three of us; identified the location as primarily on the left side of the cockpit. The three of us talked about it briefly as we climbed; but could not clearly identify the location and affected system. The smell became more noxious to me as the fumes increased in intensity; I commanded the crew to go on oxygen. The First Officer continued to fly the aircraft and I opened the QRH to the 'Smoke; Fire or Fumes' checklist. We advised ATC; leveled off at FL200 and asked for an expedited descent and return to ZZZ.Center immediately gave us a vector direct to ZZZ and a descent. With changes to the FMC for the diversion and approach; we were able to get to step 24 in the QRH checklist as we approached 4;000 ft. I elected at that point to concentrate on safely navigating and flying the aircraft to the approach and landing at ZZZ and did not have time to proceed further in the QRH. I did have time as we descended; to sample the air to see if the fumes were continuing; increasing; or decreasing in accordance with the checklist. At each point in the checklist; I very briefly pull my mask slightly away from my face and sampled a short breath of air from the cockpit to see the condition of the fumes as indicated in the QRH. The fumes were still present; but decreasing very slightly at each check. At no time did the crew notice visual indications of smoke.To expedite our descent and maintain an expedited profile to ZZZ; we did go above 250 KIAS below 10;000 feet. At approximately 7;000 feet we were below 250 KIAS.We were given priority handling with vectors to Runway XX at ZZZ. The approach was flown and landed normally. The aircraft safely exited the runway at the first available taxiway. The aircraft was stopped immediately after clearing the runway. The crew ran the Evacuation checklist; where crash fire rescue personnel and equipment met the aircraft. The crew noted no fume smell as we exited the cockpit. We opened the L1 door; and because we did not smell fumes at that position; to avoid injury; we elected to use the air stair that the fire department had immediately available outside the aircraft.In the past; I have had electrical fires on aircraft that have the smell of ozone. That was not the smell. It was also not a petroleum type smell. I can only characterize it as an acrid chemical smell that I have only ever encountered on this aircraft; the day before under the same conditions. I cannot say for sure weather it is a smell associated with a chemical fire or simply chemical fumes.On post flight; after the fire department declared the aircraft safe; the supernumerary mechanic began a more thorough inspection from a sitting position in the left pilot seat. He was able to locate the area directly above the left forward window as the source of the smell; by putting his face directly against the panel covers overhead the window. On further inspection with the aircraft powered in the ramp parking; with panels removed; the mechanic believes he found the source to be the wiring harness for the windows; however these findings are very preliminary and should not be relied on until further maintenance action; and investigation.",,"B767 flight crew reported experiencing a burning smell in the flight deck resulting in a return to the departure airport.",
1723566,202002,1801-2400,ZZZ.Airport,US,,,0,,,VMC,,,,,,Tower ZZZ,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,,Taxi,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,,,,1723566,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Attendant,Taxi,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Returned To Gate; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,"During taxi out the Flight Attendants alerted the flight deck crew about an odor coming from the aft left side lavatory. The odor was contained only to that lavatory. The odor was described as a wet dog smell. The odor was contained by closing the aircraft lavatory door and locked. The cabin crew did not notice and smoke or fumes; nor did they notice any fire/smoke  warning indications. No crew members or passengers required medical assistance. The decision was made to return to the gate and have Maintenance check out the problem. Operations and Maintenance were notified and passengers deplaned and switched to another aircraft.",,,,"B737-800 Captain reported an uneventful ground gate return due to a fume event in the vicinity of the aft lavatory.",
1723569,202001,0601-1200,,,,,0,,,VMC,,,Dawn,,,,Air Carrier,B757-200,,2,Part 121,IFR,Passenger,FMS Or FMC,Takeoff / Launch,,,,,,,,,,,,,,,,,,,,,,,,,,Powerplant Fire/Overheat Warning,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; First Officer,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),,,,,,1723569,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew; Person Flight Attendant,In-flight,Aircraft Equipment Problem Dissipated; Flight Crew Returned To Gate; Flight Crew Rejected Takeoff; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,"After advancing power for takeoff power was set and '80 kt.s' was called. At about 90 kts. we got a Left engine fire warning and aborted the takeoff. As soon as the power was reduced to idle the fire warnings went out. We exited the runway and coordinated with Tower; Ground; Maintenance; and Operations. All seemed normal and brakes were cooled so we taxied back to the gate to meet with Maintenance.",,,,"B757 First Officer reported that a fire warning resulted in a rejected takeoff.",
1723573,202001,0601-1200,ZHN.ARTCC,HI,,,,37000,,VMC,,,Daylight,,,,Air Carrier,B757-200,,2,Part 121,IFR,Passenger,FMS Or FMC,Cruise,,Class A ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Pressurization Control System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,,,,1723573,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Landed in Emergency Condition; Flight Crew Diverted; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,"In level flight at 37;000 ft. we experienced a loss of cabin pressure. [ATC was advised] and we followed QRC and QRH guidance while descending to 10;000 ft. A diversion to ZZZ was accomplished next.",,,,"First Officer reported a loss of cabin pressure at cruise that resulted in a diversion.",
1723594,202001,1801-2400,ZZZ.Airport,US,,,,,,VMC,,,Dusk,,,Tower ZZZ,FBO,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,,2,Part 91,VFR,Training,,Initial Climb,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel Selector,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor,Flight Crew Flight Instructor,,,Troubleshooting; Time Pressure,,,1723594,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Returned To Departure Airport; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Landed in Emergency Condition,Aircraft; Human Factors,Human Factors,"After taxiing to the ramp; I have instructed my student to switch tank from L to R as it is in his side (and asked my student if he did it according to the procedures of feeling the click while doing so and I checked the Fuel flow gauge which was good). After that we performed Run-Up according to checklist. Run-Up check was successful. We obtained a clearance from ZZZ Ground for a full stop taxi back and we got taxi instructions for Runway XXL. While taxiing; engine operation was good; all engine gauges in the green. As we were holding short on XXL we performed Before Takeoff Checklist and advised ZZZ Tower that we are ready for departure. Tower gave us 'cleared for takeoff Runway XXL; make right traffic for XXR' and we read back. While on ground roll; we applied full power; engine gauges in the green; airspeed alive and waiting for rotation speed. After rotation speed reached we pitched up for Vy climb attitude and got 79KTS of airspeed. At initial climb around 150 feet around Taxiway XX (confirmed later with Tower) we had a large drop of RPM; reaction - pitched down and prepared to land on little available runway or field grass straight ahead while maintaining control. I tried to troubleshoot; checked the mixture full rich and Fuel Pump on while adjusting the throttle. After a few seconds engine power came back and then I thought I can try find a better place to land or continue climb and perform additional troubleshoot but then we have experienced another big drop of RPM. I declared in the cockpit 'My Controls' and turned 45 degrees to the right [to] try to land on a more suitable field as I no longer had the option to land straight ahead safely. As I turned right I saw I had the option to make it to XXR so I [advised Tower]; 'We have engine roughness; want to land XXR'. And then two seconds later tower issued us a clearance to land on XXR. As I maneuver myself above XXR I applied full flaps and landed safely; vacated at the end of the runway. After vacating the runway I noticed that the Fuel Selector was a little bit above the right tank between R and L; 2/5 towards the right tank.",,,,"CFI reported landing shortly after takeoff due to a large RPM drop and engine roughness on initial climb out.",
1723608,202001,0601-1200,,,,,,4500,,,Windshear,,,,,TRACON ZZZ,Air Carrier,Q400,,2,Part 121,IFR,Passenger,FMS Or FMC,Final Approach,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRACON ZZZ,Air Carrier,B737 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,FMS Or FMC,Final Approach,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,,,,1723608,,,,,,,,,,,,Deviation - Speed All Types; Inflight Event / Encounter Wake Vortex Encounter; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,In-flight,Flight Crew Executed Go Around / Missed Approach; Flight Crew Regained Aircraft Control,Airport; Weather,Weather,"During the arrival from the south we encountered continuous light turbulence. We heard a B737 report moderate turbulence below 4;000 feet. We were vectored onto the ILS for Runway XX. Below 4;500 feet. we encountered continuous moderate turbulence along with wind shear. We also encountered what we perceived as wake from the B737. We delayed flap selections several times during the descent for wildly fluctuating air speeds. We had ref speeds increased due to icing conditions during the descent. We were fully configured at around 1;500 feet AGL. We heard the B737 go-around. Somewhere between 1;500 and 1;000 feet we encountered a wind shear; maybe two; maybe several that caused instant fluctuations in airspeed from stick shaker to flap 35 max speed exceedance in less than 1 second. Then another. I saw the acceleration cue plus 30; then minimum speed cue; all in under a second.The auto pilot disconnected on its own and the First Officer decided to go around. I was in agreement and said so. It was a very busy missed approach; even though it was begun above 1;000 ft. During the vectoring and climb portion; it became evident that [two other air carriers] and ourselves had all executed missed approaches and were being resequenced for second approaches.All 3 of those approaches were successful; including others. We did encounter another abrupt; but instant stick shaker about 400 ft. AGL. I had already added a generous amount of power prior so that event was about as long as an eye blink. We continued the approach to a successful landing. We had a short discussion about our fit to fly condition for the following flight. We both agreed that we had enough time to properly detune and de-amplify from our previous arrival. The duty officer asked us the same question a short time later. Good on them for doing so.Little did we know that our arrival into [our next destination] an hour later was going to be a repeat of earlier that day. We had; again; easily comparable one of the most challenging wind shear and moderate turbulence events in my career. Had we known...If someone told us we had to go repeat what we had just been through; surely we would have declined.The wind shear detection equipment [at destination] has been out of service for several weeks now. The timing seems inappropriate. The reports from other aircraft were timely. We have to remind those who are unaware that 15 to 20 kt oscillations from another aircraft can equal 25 to 30 in the Q400; its airspeed tape fluctuates wildly compared with other 121 aircraft.On the second attempt the First Officer said he was okay with a second attempt; but subsequently decided it would be better for me to make the second attempt. This short discussion was paramount. I believe it did some good to shake off the jitters from the previous approach and missed approach and helped in the success of the second attempt. Equally so if it were the Captain relinquishing Pilot Flying duties to the Pilot Monitoring in this situation.",,,,"Q400 Captain reported encountering wind shear and wake turbulence on approach that resulted in a go-around.",
1723709,202001,1801-2400,ZZZZ.ARTCC,FO,,,,,,Mixed,,,,,,Center ZZZZ,Air Carrier,A320,,2,Part 121,IFR,Passenger,FMS Or FMC,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,,,,1723709,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Crew,In-flight,General None Reported / Taken,Aircraft,Aircraft,"An air quality monitoring system [needs to] be installed on pressurized turbine powered aircraft.",,,,"A320 First Officer recommended that an air quality monitor be installed on pressurized turbine aircraft.",
1723794,202001,1201-1800,,,180,,500,,,VMC,Snow; 3,,Dusk,1000,,,Personal,Luscombe Model 8/Luscombe 50,,1,Part 91,None,Personal,,Landing,Direct,,,,,,,,,,,,,,,,,,,,,,,,,Wing,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 113; Flight Crew Total 247; Flight Crew Type 133,,,,,1723794,,,,,,,,,,,,Ground Event / Encounter Loss Of Aircraft Control; Ground Event / Encounter Object; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Landed in Emergency Condition; General Maintenance Action,Weather,Weather,"En route as per my recollection; weather was stating 10sm vis at ZZZ and 3-5sm vis at Colorado Air and Space Port (FTG) Ceilings at 2500 ft. AGL (can't remember visibility exactly at FTG). About 18nm south of my destination airport FTG perceived weather started snowing and visibility began to deteriorate with ceiling lowering to about 1500 ft. and 3-5 miles of visibility.  Started thinking of alternate ZZZ but [the] weather looked better behind me and to the east so started thinking of diverting to Limon (LIC) or Meadow Lake (FLY). Observing METARS about 15nm out of destination (FTG); ZZZ reporting 10sm visibility and Front Range down to 1sm light snow. During my METAR check perceived weather conditions deteriorated rapidly and the light diminished substantially so I began a right turn to the east and within moments I hit what later turns realized was a snow squall and severe turbulence was encountered and was difficult to maintain control the aircraft so I performed an emergency landing in a neighborhood on a paved street. Touchdown was under control and on rollout at approximately 25 mph a 30+ knot crosswind came from the right and the plane veered to the right into the grass and made contact with an electrical meter on the right side of the road with minor damage to the electrical meter and the mid way down; midway across; underneath the right wing tearing the fabric surface and slightly bending the trailing edge of the wing. Electrical box is fully functional with cosmetic damage to the top cover. I pulled off the road and contacted the neighbors and was given permission to tie down the airplane to the property owners fence for as long as I needed and within a couple of hours returned to push the plane into a secure area next to a house until further action. No injuries.",,,,"Pilot reported during a diversion; he was forced to make a priority landing in a neighborhood on a paved street and struck an electrical box with the wing.",
1723842,202001,0601-1200,ZZZ.Airport,US,,,,,,VMC,,,Daylight,,,Tower ZZZ,FBO,Skyhawk 172/Cutlass 172,,1,Part 91,None,Training,,Takeoff / Launch,Other Pattern work,,,,,,,,,,,,,,,,,,,,,,,,,Wheels/Tires/Brakes,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Not Flying; Instructor,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 203; Flight Crew Total 1150; Flight Crew Type 225,,Situational Awareness; Training / Qualification,,,1723842,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Ground Excursion Runway,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Regained Aircraft Control,Aircraft; Human Factors,Human Factors,"I was acting CFI performing a training flight in pattern with a primary student. The student was the flying pilot and a touch and go was briefed for this particular landing. The touchdown would be described as a firm to hard. Upon touchdown the copilot side window opened causing a distraction during the landing rollout. While preparing for subsequent takeoff; we experienced strong vibration and loss of directional control. I took control of the aircraft and performed reject/abort. During this time I was able to quickly assess we had a tire failure. Maintaining directional control and [with] braking action limited; I slowed the aircraft to the best of my ability. The aircraft exited the paved surface and came to a stop in the grass; approximately 20 feet off the runway. No injuries were reported; no aircraft damage occurred and there was no damage to the airport property or facilities.",,,,"C172 Flight Instructor reported a loss of directional control on landing roll after a tire failed; possibly as a result of a hard landing.",
1723918,202002,0001-0600,ZNY.ARTCC,NY,,,,39000,,,,,,,,Center ZNY,,B787-900,,2,,IFR,Passenger,FMS Or FMC,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center ZNY,,B787 Dreamliner Undifferentiated or Other Model,,2,,IFR,,FMS Or FMC,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,Facility ZNY.ARTCC,,Government,Oceanic,,,,,,,1723918,,,,,,,,,,,,ATC Issue All Types; Airspace Violation All Types; Deviation / Discrepancy - Procedural Clearance,,,Person Air Traffic Control,In-flight,Air Traffic Control Issued New Clearance,ATC Equipment / Nav Facility / Buildings; Procedure; Human Factors; Airspace Structure,Procedure,"Prior to the safety event there were factors contributing to the identification of the incident.LPAZ called and the Supervisor advised that AIDC [an automated process that accomplishes required ATC facility to ATC facility flight coordination.] had failed. I had over 10 aircraft in pending approval status with LPAZ. The priority at this time was to now verbally coordinate aircraft in close proximity to the boundary. After being told this I immediately advised the CIC that I needed my sector split; and that the AIDC failure had occurred. After passing several aircraft I received an override call from sector 65 with east bound initial coordination. There were complications in this coordination as well due to specific profile adjustments that weren't automatically forwarded from sectors 65s data to my data. At this time I realize that my sector queue has grown significantly and have to terminate the call with LPAZ with a few pending coordination's not accomplished. After quickly scanning the messages I get information urgently from the CIC that an aircraft has contacted ARINC/NY Radio and that Aircraft X is holding at position FISST. The aircraft was not cleared to hold by NY or TTZP and was acting on his own. The aircraft advised that they were doing this because they did not receive the Oceanic Clearance required to Enter Oceanic Airspace. This Oceanic Clearance only takes effect at 27n entering HLA not at 18n. Secondly this clearance is required to be issued by TTZP as part of the LOA between facilities. Since Aircraft X has now held over FISST company 15mins in trail is rapidly closing. The CIC coordinates with me while on the phone with ARINC to clear the aircraft to continue along his route. It appears the Aircraft X was 6mins in front of Aircraft Y at the time the clearance was issued to continue on previously cleared route. Once I was able to establish where the Aircraft X really was via his ADS-C report I immediately cleared them to FL400 and called ARINC to issue and immediate clearance to Aircraft Y to FL380. Aircraft Y was not on ARINC Freq and had not checked in; but I advised that the clearance needed to be sent as soon as practicable and they were reaching out to see if the plane was on any freq at the time.Also other notable contributions to sector complexity are the fact that the DLM had debuted this week and the building was not prepared for this even though Support Staff here knew this was going into effect and they had known of its implementation since 2011 yet proper measures; contingencies were not developed.Because of this the Oceanic areas had increased workload and are all operating under Article 65 of the Current CBA.Under no circumstances should [controllers] be allowed to let aircraft enter the expanded boundary of ZNY without receiving their Oceanic Clearance.In the Published NAT message ZNY attaches citations to the ICAO 444 and the AIP for the FAA that explicitly outline that all aircraft are not to hold without a clearance to hold from ATC (which is in those documents) Also the NOTAM system the FAA uses needs to be kept current and/or the Oceanic Clearance Procedures from the FAA be added or updated. Also those procedures for Oceanic Clearance be added to the published NAT message to users every day. Aircraft still to this day ask NY and NY Oceanic for an Oceanic Clearance that as far as the FAA is concerned they have already received. This may mean that ZNY puts out a specific NOTAM to all Users reminding them of the FAA Oceanic Procedures. It's been years since a route; has been issued by a ZNY Radar Controller to every aircraft entering Oceanic because it is no longer required yet pilots have not comprehended the procedure that the FAA developed; that is a major problem.",,,,"ZNY ARTCC Controller reported a link between ZNY and LPAZ Oceanic ATC had failed; complicating the traffic scenario and creating confusion.",
