 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1755002,202007,0601-1200,ZZZ.Airport,US,,,,1500,,VMC,,,Daylight,,,Tower ZZZ,Fractional,Medium Transport; Low Wing; 2 Turbojet Eng,,2,Part 91,IFR,Passenger,,Climb,,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Air Conditioning and Pressurization Pack,,X,Malfunctioning,Tower ZZZ,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Fractional,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP),,,Training / Qualification; Situational Awareness; Distraction,,,1755002,,,,,,,,,,,,Conflict Ground Conflict; Less Severe; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Air Traffic Control; Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Returned To Clearance,Procedure; Environment - Non Weather Related; Company Policy; Human Factors,Procedure,"Several factors lead to an initial bank in the wrong direction after takeoff. The PM and ATC caught it immediately almost simultaneously. No true heading deviation occurred; but it is a good lesson in multiple distractions. Factor 1: due to reduced COVID operations and initial training on another type; this was only my third day flying X aircraft type in the last three months. The PM is new to the type and similarly short on recency. Factor 2: this was our department's first flight with a new checklist revision; created due to the manufacturer's addition of a new step to transfer bleeds from the APU to the engines during taxi. The PM and I discussed the timing of the transfer in depth during the preflight; and how its placement in our new checklist was in fact not ideal. If a long delay is taken at the runway; the crew would elect to hold the checklist at the bleed transfer. They would then be required to complete 13 items between receiving a takeoff clearance and the takeoff roll. Factor 3: we planned to depart [Runway] XXL; and I briefed a left turn. I also briefed an immediate left turn to land [Runway] XYC in the event of smoke/fire in the cockpit or cabin. The airport turned just as we called for taxi; and Ground assigned us XYC for departure. We re-briefed the departure during taxi. The initial turn would be to the right; but I elected to brief an emergency return with a left pattern to XYC for the sake of my own visibility. Factor 4: As we sat at the hold short awaiting our takeoff clearance with Aircraft Y opposite us; I noticed that the Environmental Control System (ECS) was supplying a much higher temperature to the cabin than was requested; and we began to discuss. Factor 5: As we were discussing the ECS (with the checklist held at 13 items to go); the Local Controller issued a takeoff clearance to 'Aircraft X.' The aircraft opposite us; Aircraft Y; took the clearance and began to move toward the runway. Tower quickly stopped Aircraft Y and reissued the takeoff clearance to us; Aircraft X; with a right turn to the east. We accepted the takeoff clearance and began moving onto the runway as we finished the remainder of our checklist items and flows. During this time I was focused on ensuring we got through the checklist thoroughly and reminded the PM to complete an item that was missed on his flow. Again; he is relatively new to the type and the low pace of operations means he has had very little opportunity to fly the airplane. With all of that completed we departed. Upon reaching 1;500 feet I banked the airplane to the left. The PM called out 'right turn' and Tower transmitted the same to us almost immediately thereafter. I corrected the bank back to the right and the flight continued uneventfully.There were a litany of factors that lead to my error in handling the airplane; but the overriding lesson is one in managing cockpit distraction and continued vigilance in the low paced COVID operational environment. Also; I should have considered briefing a right turn in the event of an immediate return; as I had briefed a left turn for all three other scenarios (XXL departure; XXL emergency return; XYC emergency return). I lost situational awareness due to multiple internal and external distractions and my brain just said go left.",,,,"Air carrier Captain reported turning right instead of left on departure. ATC and First Officer immediately pointed out the error and heading was corrected.",
1755020,202008,0601-1200,ZZZ.Airport,US,,,,,,,,,,,,TRACON ZZZ,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Initial Approach,STAR ZZZZZ,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,,,,,,,,1755020,,,,,,,,,,,,Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance,,,Person Air Traffic Control,In-flight,Air Traffic Control Provided Assistance; Flight Crew Returned To Clearance,Procedure; Environment - Non Weather Related; Human Factors,Human Factors,"We were cleared to descend via the ZZZZZ Arrival (I cannot remember if they said landing North or South). At the time the ATIS reported landing south. Runways XXC and XXR were in use for landing. We planned on landing XXC. We swapped over to Approach (not sure if FO checked in with our ATIS) and approach did not say a new ATIS was out or what direction of landing was being used. Time was about XA:00Z. A few minutes later we made the turn to the north going to ZZZZZ1. After another two or three minutes Approach informed us we were flying the wrong way; they were landing north now; and gave us a turn back to the southwest heading 210. We reset and briefed landing [Runway] YC. Everything else was fine. I was focusing on flying the arrival. FO was familiarizing himself with the airport; I think he said he has never been there before. Both of us went nearly four months without flying. We didn't check for a new ATIS at the top of the hour.",,,,"Air carrier Captain reported making a wrong turn on an arrival; but corrected soon after Approach Control pointed out the error.",
1755023,202008,1201-1800,SFB.Tower,FL,,,,,,VMC,,,Daylight,,,,FBO,Small Aircraft,,1,Part 91,IFR,Training,,Initial Approach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal,UAV - Unpiloted Aerial Vehicle,,1,Other 107,None,Personal,,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor; Pilot Flying,Flight Crew Instrument; Flight Crew Commercial; Flight Crew Flight Instructor,,,,,,1755023,,,,,,,,,,,,Conflict NMAC,,,Person Flight Crew,In-flight,General None Reported / Taken,Human Factors,Human Factors,"While on approach for ILS 09R at SFB; Instructor noticed a small black dot at 11 o'clock. We were about half a mile from the final approach fix at 1600 ft.; flying at 110 kts; when Instructor noticed the object. As we grew closer to the object; the sun shined a reflection on the object and that is when Instructor discovered that it was not in-fact a bird; but a drone; as it did not have wings and for the fact that the sun does not shine like that on birds. Instructor kept visual contact as it went from 11 o'clock and then slowly past our left wing at the same altitude; seemingly hovering at its same position. Due to the small size of the object; it was difficult to judge how far away it was; Instructor roughly estimates about 100 ft. Instructor roughly estimates the object size was about 1ftx1ft. No deviation was required. Instructor reported to ATC of the activity; who then relayed the information to other inbound traffic. Flight continued normally.Suggestions: As there were no NOTAMs or information from ATC about drone activity; this particular incident seems to have been conducted against FAA regulations for UAS. Scanning for birds and UAS; in addition to other aircraft; should be constant when able.",,,,"GA Instructor reported an NMAC event during approach to SFB with a Drone at an altitude of 1600 feet.",
1755037,202008,,ZZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),,,Situational Awareness; Distraction,,,1755037,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,,Distraction; Situational Awareness,,,1755038,Deviation / Discrepancy - Procedural MEL / CDL; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,Other Post Flight,General None Reported / Taken,Procedure; Environment - Non Weather Related; Human Factors,Human Factors,"Fuel Door verification procedures were not accomplished. On the day prior to this trip; we had flown Flight ABCB ZZZ to ZZZZ in which we had accomplished the Fuel Door verification procedure. Upon departure at ZZZZ we were taking the exact aircraft we'd flown in. We'd ferried fuel in the day before and assumed that we would not require the verification procedure because we figured the fuel door would not have been opened. We misunderstood that the requirement was for all flights; regardless of any extenuating circumstances. Closer attention to detail in reviewing recent policy and procedure changes; especially after a long layoff.",,"Did not submit Fuel Door verification pre-departure in ZZZZ due to no fuel added.  Operated Flight ABCB day prior ZZZ-ZZZZ; complied with MEL requirement departing ZZZ.  Due to no fuel added and dispatching with fuel as onboard did not believe it was necessary to submit Fuel Door verification.I directed the fueler not to open the fuel panel so as to not have to submit fuel form and meet the MEL requirement.  Believed this to be unnecessary.Nearly all operations with this type aircraft require fuel to be added.  Would be helpful to describe this procedure to highlight these circumstances where fuel is not added.",,"Air carrier flight crew reported not filling out Fuel Door verification paperwork because they thought it wasn't necessary.",
1755051,202008,0601-1200,ZZZ.Airport,US,,,0,,,,,,,,,Ramp ZZZ,Air Carrier,B767-300 and 300 ER,,2,Part 121,IFR,Cargo / Freight / Delivery,,Parked,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,,Air Carrier,Dispatcher,Dispatch Dispatcher,,,Communication Breakdown,Party1 Dispatch; Party2 Other; Party2 Ground Personnel,,1755051,,,,,,,,,,,,Deviation / Discrepancy - Procedural Hazardous Material Violation; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Dispatch,Pre-flight,General Maintenance Action,Human Factors,Human Factors,"ZZZ ramp called. They were wondering when/if I was going to approve dry ice supplement request. First I'm hearing of it. No alert/request in the system. Clicked on alerts. Only thing showing is that flight crew has signed release. Asked when request was made...he said XA:00...advised him that might be why I didn't get it since we don't come on duty until XC:00. Requested they try and refresh weight and balance and submit request again. Still no joy. Gave ramp agent my employee number. Got verbal of dry ice info and sent new flight plan with following remark added:Dry ice supplement1584.4 kg total1573 kg main deck11.4 kg fwd lwr belly 'fom 10.37 dry ice supplemental procedures in effect.'Received the following alerts (yellow balls) in software after I gave him my employee number. Overrode to allow dry ice supplemental rules from user. Alert: fom 10.37 dry ice supplemental procedures in effectCause: not really sure what caused this. The assumption is that since the ramp agent started weight and balance and submitted request 2 hours prior start of dispatcher shift start time and of course logging into system.",,,,"Airline Dispatcher reported a communications breakdown between Dispatch and Ramp personnel regarding the approval of Dry Ice shipment.",
1755058,202008,1801-2400,ZZZ.Airport,US,,,,3500,,VMC,,,Daylight,,,TRACON ZZZ,Air Carrier,EMB ERJ 170/175 ER/LR,,2,Part 121,IFR,Passenger,FMS Or FMC,Initial Approach,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; First Officer,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),,,Workload,,,1755058,,,,,,,,,,,,Deviation - Altitude Excursion From Assigned Altitude; Deviation - Altitude Overshoot; Deviation - Speed All Types; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Took Evasive Action; Flight Crew Diverted; Flight Crew Executed Go Around / Missed Approach,Weather,Weather,"On a 3-mile final at ZZZ; [we] hit severe windshear. We had [the] flight attendants sitting down early for the potential [of] weather on arrival. [We] followed [the] flight director guidance until we were clear of [the] windshear. Upon leveling off; aircraft speed began to rapidly accelerate. To avoid a further over speed we were forced to pitch [the] nose up and climb to manage speed; despite [the] throttles being pulled back to idle. This resulted in a climb of approximately 500 ft. above [the] assigned altitude; as best we could read during the continued violent shaking of the aircraft. We determined there were no injuries after communicating with the flight attendants and then diverted immediately to ZZZ1; our filed alternate. [The cause of the event was] windshear followed by severe turbulence.",,,,"ERJ-175 First Officer reported executing a maneuver to evade a windshear during final approach; which was immediately followed by severe turbulence.",
1755074,202008,0601-1200,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,CLR,,CTAF ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,VFR,Training,,Landing,VFR Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Trainee,Flight Crew Student,,,Workload; Confusion; Situational Awareness; Training / Qualification; Distraction,,,1755074,Hangar / Base,,FBO,Instructor; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 150; Flight Crew Total 1300,,,,,1755249,Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway; Inflight Event / Encounter Unstabilized Approach; Inflight Event / Encounter Loss Of Aircraft Control; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,In-flight,Flight Crew Regained Aircraft Control; Flight Crew Became Reoriented; General Flight Cancelled / Delayed,Human Factors; Weather,Ambiguous,"I Student pilot report that on [date] I was on my first Solo Cross Country flight from ZZZ to ZZZ via ZZZ1 and ZZZ2. Everything went well including the landing at ZZZ1. After departing ZZZ1 westbound to ZZZ2; the reported winds were unprecedented and unexpected. I was following the aircraft's POH for landing configuration with flaps full. I listened to the AWOS at ZZZ2 to confirm the reported winds. On landing Runway XX; the wind from the right side suddenly pushed the aircraft's right wing up and I landed off center line with side load which caused the aircraft to go onto the grass. I vacated the runway on [taxiway] and another instructor who was also flying to ZZZ2 instructed me to get off to the ramp area to check the aircraft. Checking the aircraft; there was no visible damage to the aircraft's structure. Company was notified then I waited for my Instructor and we came back to ZZZ safely.Corrective action: remedial training on ground and flight.",,"The Student Pilot was landing Runway XX at ZZZ2. During landing; the wind that was reported slightly crosswind and was blowing from the right side; suddenly pushed the aircraft's right wing up after touching down the runway which caused the aircraft to veer off unexpectedly slightly of the runway to the taxiway. The student vacated the runway to the ramp area to check the aircraft. No visible damage to the aircraft's structure. The student was flown back to home base airport by his instructor. Debrief was performed. Remedial training was conducted.",,"Student Pilot reported loss of control and a runway excursion during landing due to strong winds.",
1755085,202008,1201-1800,SBA.Airport,CA,,,0,,,VMC,,,,,,Center ZLA; Ground SBA,Corporate,Medium Transport,,2,Part 91,IFR,,,Cruise; Parked,,Class E ZLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Corporate,First Officer; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP),,,Confusion; Situational Awareness; Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1755085,Aircraft X,Flight Deck,Corporate,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP),,,Confusion; Situational Awareness; Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1755086,ATC Issue All Types; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification,Human Factors; Procedure,Human Factors,"Clearance delivery out of SBA re-routed this airplane to include 'Drake' VOR (DRK); but both pilots wrote down 'DRAKE' i.e. the intersection on the scratch paper in the cockpit and this was subsequently programmed in to the FMS.  After flying the SID and transitioning to the enroute segment of flight; the LA Center Controller assigned the flight 'cleared direct Drake.'  The crew proceeded to fly direct to the DRAKE intersection.  Crew noticed that it caused about a 90 degree turn along the route of flight and asked for direct for a fix after that point to 'straighten the line.'  Upon asking and Controller seemed incredulous and implied that 'Drake' was about a 4 degree course change from the currently assigned route.  Crew insisted that 'Drake' was about a 90 degree heading change and would require a significant turn thereafter to get back on course.  After query from ATC; it was determined that the crew erroneously put 'DRAKE' Intersection in to the FMS rather than DRK (VORTAC).  Crew admitted fault; corrected in the FMS and the rest of the flight proceeded uneventfully. Controller at SBA didn't specify DRK VORTAC; out of pure coincidence there is a DRAKE Intersection in the same general direction even though it is in a different state.  On the ground crew assumed and wrote down 'DRAKE' and never questioned the type of fix.  In the air; crew had MFD ranged out too far to realize the massive difference in course between DRK and DRAKE intersection - an entirely different state.   If a course discrepancy is seen on the MFD when zooming out i.e.; not a straight line; ask ATC to verify that an intersection is spelled properly; or if it is supposed to be a VOR rather than an intersection.",,"On taxi out the Ground Control issued a re-route to include 'Drake' VOR (DRK); but both pilots wrote down 'DRAKE' i.e.; the intersection on the scratch paper in the cockpit and this was subsequently programmed in to the FMS. It was kind of one of those things where we got a re-route while getting the taxi clearance. We both wrote the clearance as it was read: 'Drake.' Ironically there is a Drake VOR and an Intersection that aren't that far off the line from each other from SBA. As we were taxiing I didn't do a full check of the route via the MFD; just a cursory page check to ensure a reasonable distance/fuel for the re-route. I should have looked at the full route and stopped the taxi.Ideally the Ground Controller would have issued 'Drake VOR' in the clearance. But at the same he probably didn't know there was a fix of 'DRAKE' Intersection as well. There was never a NAV or pilot deviation issued as we figured it out with the Center Controller after some initial confusion. I guess you could say it was...'God's Plan.' I mean we did 'start from the bottom and now we are here.'",,"Air carrier flight crew reported a track heading deviation during departure from SBA airport.  The crew reported they had entered DRAKE Intersection in their FMS rather than 'Drake' DRK VOR as cleared.",
1755094,202007,0001-0600,ZZZ.Tower,US,,,600,,,VMC,,,Daylight,,,Tower ZZZ,Air Carrier,A320,,,Part 121,IFR,Passenger,,Initial Approach,Visual Approach,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; First Officer,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,,Situational Awareness; Distraction; Communication Breakdown; Workload,Party1 Flight Crew; Party2 ATC,,1755094,,,,,,,,,,,,ATC Issue All Types; Aircraft Equipment Problem Less Severe; Deviation - Altitude Crossing Restriction Not Met; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach,,,Automation Aircraft Terrain Warning; Person Flight Crew,In-flight,Air Traffic Control Issued New Clearance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Became Reoriented; General Flight Cancelled / Delayed,Procedure; Human Factors,Human Factors,"Normal Takeoff and departure. While enroute and prior to Top of Descent the Captain and I started arrival planning and configuring the aircraft. We were given an RNAV Arrival. We were then cleared to descend via. While in the descent we were instructed to level off at a specified altitude; and given an altimeter setting. We were then cleared to a point further down the arrival; and to descend to a given altitude; setting us up for the Visual Approach. Day VMC conditions with light winds prevailed. Once we had the airfield in sight we were cleared for the Visual Approach. The Captain and I both had the ILS tuned and identified and planned on backing up the Visual Approach with ILS information. After we were cleared we intercepted the Localizer; and eventually the glide slope.The aircraft was completely configured for landing prior to the final approach fix. Stabilized approach criteria were meet prior to 1;000 feet and all looked well. The aircraft was in a position to land and all landing checks completed. Approximately 600 feet AGL we received a GPWS warning. The Captain and I looked at each other and outside. As the aircraft was established on the ILS and there was no visible terrain. However; we elected to comply with the Warning and perform a Go Around. We informed the tower of our missed approach; and received a heading and altitude. While turning to the outbound heading tower switched us to approach control. We were able to clean the aircraft up; and rebuild the approach for another attempt at the ILS. Approach control switched us to another approach frequency; who then turned us base for the Visual Approach. While briefing the approach we were given a turn to intercept the final and cleared for the Visual [Approach]. This time however we were over the final approach fix over 1;000 feet about the charted altitude and unconfigured at the same time the controller switched us to Tower. The Captain made the turn to final and started a descent; and I switched to tower frequency. I then looked at where we were in relation the ILS; and both the Captain and I agreed there was no way we would be able to make and attempt at a stabilized approach from this point.We informed tower that we need to perform another missed approach as we had simply been vectored in too high; too fast; and too close to the airport. Tower again gave us an altitude and a vector to fly. This time however while trying to clean up the aircraft and turn to the heading the approach controller started reading instructions to us; along with a runway change to a parallel runway. The cockpit at this time was simply too busy; and I told the control to 'stand by' that we where trying to clean up and reconfigure the aircraft. Once the task saturation had receded; I called the Approach Controller and asked for his instructions; while telling him we wanted to remain on the previous runway. We also informed him that during a missed approach there is a lot going on inside the aircraft and we needed a moment to coordinate. He gave us vectors for a downwind; and an associated altitude. This time he gave us an altimeter setting that did not match what we had. The Captain and I both looked at each other confused; and questioned the controller. He replied with the same altimeter setting. When we set it; all three altimeters needed the new setting; and the change was about 400 feet. We flew the downwind; and eventually received vectors to intercept the localizer and proceeded on the Visual Approach again backed up by the ILS. This approach and landing were uneventful; and Tower welcomed us to the airport. We taxied to the gate with no further issues.Changes in descent clearances; task saturation on a missed approach; poor vectors and being brought in too high; too fast; and too close on final for a stabilized approach. [We need] clear and concise instructions from ATC; and ATC understanding that a large Airbus is not a Cessna and requires time to get configured.",,,,"A320 First Officer reported an unstabilized approach that resulted in erroneous GPWS warnings and a go around.",
1755095,202008,1201-1800,ZZZ.TRACON,US,,,,16000,,,,,,,,TRACON ZZZ,Air Carrier,A319,,,Part 121,,Passenger,FMS Or FMC,Climb,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; Captain,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Distraction,,,1755095,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,,Other / Unknown,,,1755098,Deviation - Altitude Crossing Restriction Not Met; Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Clearance,,,,,,Human Factors,Human Factors,"After the FO's (First Officer) takeoff; we switched to Departure Control. I checked in 'out of 2;000 climbing to 16;000' (the limit of the SID) Departure Control said roger and gave us a turn north. We climbed all the way to 16;000 ft. uneventfully (no TCAS alert). At altitude we were told to phone ZZZ Approach. I was informed our clearance limit was only 4;000 ft. and there might have been a deviation.Being new to the airplane and having flown 9 out of the last 11 days is no excuse for something as basic as getting your clearance correct. Even though I have under 200 hours in the airplane; I've been a Captain for over 20 years. Getting the clearance correct is basic stuff and I just dropped the ball.",,"After takeoff the Captain switched to and checked in with Departure control 'out of 2;000 climbing 16;000' the climb limit on the SID (Standard Instrument Departure). Departure control told us that they had radar contact and assigned a heading of 360. We climbed on all the way to 16;000 ft uneventfully (without any TCAS (Traffic Collision Avoidance System) alerts). After reaching cruse altitude quite a while later we were given a phone number to call ZZZ approach. We were unaware of what the issue was at that time. The Captain called the number and was told our clearance limit was only 4;000 ft and there might have been a deviation.I recently returned from a three month leave of absence and we were performing multiple short legs and shorter turnaround times. The Captain is new on the Airbus. The PDC (Pre-Departure Clearance) had a lot of additional text information surrounding the critical information about the climb via departure information. There was some weather buildups surrounding the airport. Expectation bias regarding the SID. Unfamiliar with the airport and their common operations. [Suggest that] Program FMS (Flight management System) to print revised segments and/or EXC MAINTAIN ALTITUDE IN BOLD or printed in bigger font than other text on PDC. This would make it easier to identify. Better vigilance and attention to detail while reviewing information on PDC. More attention to detail by the air traffic controller when aircraft are checking in with current altitude and altitude climbing to.",,"A319 Flight Crew reported excursion from assigned altitude after departure.",
1755105,202008,0601-1200,ZZZ.Airport,US,,,0,,,Marginal,,,Daylight,,,Tower ZZZ,Air Carrier,Regional Jet 200 ER/LR (CRJ200),,2,Part 121,IFR,Passenger,,Takeoff / Launch,Vectors,,,,,,,,,,,,,,,,,,,,,,,,,Ground Spoiler,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; First Officer,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Troubleshooting,,,1755105,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; Captain,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Troubleshooting,,,1755108,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Automation Aircraft Other Automation,In-flight,Air Traffic Control Issued New Clearance; Flight Crew Rejected Takeoff; Flight Crew Returned To Gate; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft; Procedure,Aircraft,"After the before takeoff checklist was completed and configuration checked ok we began the takeoff roll and a master warning spoiler config message appeared and we aborted the takeoff. The Captain checked the flight control page and noted that all spoilers had deployed during takeoff roll. We called maintenance and were advised to return to the gate and deplane. System malfunctioned and spoilers deployed un-commanded during takeoff roll.",,"We got the takeoff configuration ok message and rolled on to the runway and applied power for takeoff around 60 knots we got 'configure spoilers' master warning. So I aborted the takeoff. While rolling down the runway I checked the flight control page and saw that all the spoilers where deployed. As we exited the runway all the spoilers stowed themselves. The spoiler switch was in its proper place of auto.Equipment malfunction; spoilers deployed uncommanded on takeoff roll.",,"Flight crew reported a rejected take off due to spoilers deploying on takeoff roll.",
1755142,202008,0001-0600,,,,,,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Cruise,,Class A ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant In Charge,Flight Attendant Current,,Service; Safety Related Duties; Boarding,Situational Awareness; Distraction; Communication Breakdown,Party1 Flight Attendant; Party2 Other,,1755142,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Flight Attendant,In-flight,General None Reported / Taken,Human Factors; Environment - Non Weather Related; Company Policy,Human Factors,"Passenger refuses to wear a mask. She boarded in one and was also wearing it during compliance. She refuses to comply after being asked by both me and the D Flight Attendant. She says she can't wear them for a long period of time. I kindly reminded her it is part of the agreement by choosing to fly in these times; but she refuses.It is unsafe for those around her and us; as crew; who continually have to stop by her row when she rings her call light. Since this is a matter of safety and the well-being of both passengers and employees in an unprecedented global pandemic; a medical exemption should require a medical clearance from a doctor; as well as a negative COVID test within 72 hours of flying with us.",,,,"Flight Attendant reported a passenger refused to wear a face mask during flight.",
