 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1830049,202108,1801-2400,ZLA.ARTCC,CA,,,,34000,,VMC,,,,,,Center ZLA,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,,Descent,,Class A ZLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center ZLA,Air Carrier,B787 Dreamliner Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Descent,,Class A ZLA,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 91; Flight Crew Type 393,,,,,1830049,,,,,,,,,,,,Deviation - Altitude Excursion From Assigned Altitude; Inflight Event / Encounter Wake Vortex Encounter; Inflight Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Air Traffic Control Issued New Clearance; Flight Crew Regained Aircraft Control; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Took Evasive Action,Environment - Non Weather Related; Procedure,Ambiguous,"Upset/wake turbulence event. Approximately five minutes prior to this event First Officer and I had completed our arrival brief and I had given a PA to the passengers that the seat belt sign would be coming on in the next 10 minutes. Ahead of us was a B787 at [our altitude]; FL360. [The B787] was directed by ATC to descend and maintain FL340. Within a few minutes we were assigned the same clearance. Shortly after leveling at FL340; our aircraft entered a rapid; shuddering turbulence; followed by a rapid roll to the right. We both immediately put our hands on the controls and recited the upset recovery call outs.  We disconnected the autopilot; though the autopilot may have disconnected by itself; and autothrottle. We both fly with our FPV (Flight Path Vector) up so we could see immediately; intuitively that we weren't stalled; but our push was slight; not even half a G; which added to our effective counter roll rate. Prior to our response to the upset; the autopilot had already put in aileron control forces counter to the roll; but the aircraft was still rolling to the right. As we took control; the aircraft reached approximately 40 degrees before the aircraft responded to our control inputs; then rolled left to approximately 20 degrees. Based on the fact we were at FL340 we left the thrust where it was positioned; possibly a slight reduction; as the energy state was good and a large thrust change was not necessary. Our altitude loss was minimal and the descent was very shallow. The recovery point at which we managed our flight path divergence started at approximately FL337; only a 300 FT loss.  Rudder may have been used - Indicated by both an overshoot; subsequent bank to the left and a report from the flight attendants that we not only rolled; but yawed. We advised ATC that we had encountered wake turbulence which had caused our descent. They offered us direct HLYWD moving us from the wake of the preceding aircraft. We then checked on the Flight Attendants and passengers to ensure there were no injuries. The seat belt sign had been off and there was a passenger in the lav; but no injuries were reported. The First Officer and I debriefed the event but; because ATC started our descent onto the Arrival; I failed to make a PA to the passengers.  After landing; I waited at the flight deck door to thank the passengers. I saw that the event was more impactful than I had realized and a PA would have gone a long way to reassure the passengers and Flight Attendants.","Reporter stated he was surprised at the strength of the wake when he was 8 to 9 miles in trail of the B787.",,,"B737-800 Captain reported an upset at FL340 descending into LAX in trail of a B787.",
1830087,202107,,,,,,0,,,,,,,,,,Air Carrier,No Aircraft,,,Part 121,IFR,Passenger,,Other Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,,Air Carrier,Ramp,,,,Communication Breakdown,Party1 Ground Personnel; Party2 Ground Personnel,,1830087,,,,,,,,,,,,Deviation / Discrepancy - Procedural Hazardous Material Violation; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,,,Person Ground Personnel,Aircraft In Service At Gate,,Human Factors; Company Policy; Chart Or Publication,Company Policy,"I am concerned about the way multiple battery powered devices are being packaged for shipping. It has been observed that Customer Service Representatives who are involved in shipping personal electronic devices with lithium batteries are not following the new procedures regarding packing such items. I am referring to the computer lesson X. Was that effective immediately? It seems that folks did that lesson but then either forgot about it and/or were waiting for an official corporate and/or local management issued directive or bulletin advising Baggage Service agents to do it this way. There are no Hazardous Material Battery labels ordered or specific instructions when packing Personal Electronic Devices (PEDs). I brought it up to my co-workers but it went nowhere.",,,,"Air Carrier Ground Personnel reported new shipping procedures of Lithium Ion battery powered PED's are not being followed.",
1830155,202108,1201-1800,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Troubleshooting; Situational Awareness; Distraction; Communication Breakdown,Party1 Flight Crew; Party2 Ground Personnel,,1830155,,,,,,,,,,,,Conflict Ground Conflict; Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural FAR; Ground Event / Encounter Ground Equipment Issue; Ground Event / Encounter Vehicle,,N,Person Flight Crew,Taxi,Flight Crew Took Evasive Action,Human Factors,Human Factors,"Another Airline's Pick up truck on ground vehicle roadway behind parked aircraft; operating at a fast velocity westbound; did not slow down or stop while I was taxing in to gate X. After I stopped the aircraft while in a 90 degree right turn; the driver of the pick up finally looked up and saw us. He then stopped the pick up but too far in to our wing's path for me to continue. Eventually he finally backed up his truck; after other people on the ground had to tell him we couldn't move until he backed up. Had I not stopped; there is a 95%+ probability he would have impacted the aircraft.Most vehicle operators at ZZZ do not comply with the basic rule that aircraft have the right away; PERIOD! This was yet another scenario of many where drivers on the ramp have cut me off and/or almost have impacted our aircraft. At ZZZ; unlike all the other airports I have operated out of over the last 30 years; it is the norm to be cut off and/or almost impacted by every type of ground vehicle; except for the fire and rescue vehicles. Quite frankly; the leaders of airport safety at ZZZ seem to find the blatant disregard for ground vehicle adherence to safety procedures as acceptable. No apologies; after the hundreds of operations I've performed parking at ZZZ gates; it is apparent that there is a serious lack of safety concern on the ramp.Better initial and continuing education and testing for all ramp personnel and ground vehicle operators. Daily observation and audits of random gate parking operations by teams of knowledgeable personnel with the authority to correct the problems. Positive incentives to follow strict safety procedures as well as writing citations to drivers for gross violations. Integrated in to this enforcement it is highly recommended to also audit and enforce strict ramp preparation after aircraft depart and before aircraft arrive to park so that the safe zone is clear of all objects AND personnel. There is no reason cones; air hoses; tow bars; etc should be within the red lines. In addition; all ground personnel should be aware of how Docking Guidance System (DGS) works and know when to pick up the wands and guide us in until the aircraft is parked. Too often; the guideman spend 50% of the time looking at the DGS so when he thinks its ok; to hand us off to the DGS with less than 75 feet to go. We don't know if the DGS is lined up properly or calibrated correctly by this time. Ive had a DGS try to get me to turn off the line in to the jet bridge because it wasn't calibrated properly from the beginning. After 10 years on this aircraft as a captain calling in these problems and writing a few reports and not seeing improvement; I am hoping these last 2 incidents and filing  reports will hopefully jumpstart a plan to get ZZZ in compliance. If all the other airports we operate in and out of can comply; I believe ZZZ can do it.",,,,"Air Carrier Captain reported a critical ground conflict with a ramp pickup truck. The Captain was able to stop and waited until the truck was removed before entering the gate. The Captain reported there have been previous safety reports filed regarding ramp safety at this location.",
1830217,202108,0601-1200,ZZZ.Airport,US,,,0,,,VMC,,,Dawn,,,Ramp ZZZ,Air Carrier,B737 MAX 9,,2,Part 121,IFR,Passenger,,Taxi,,Class B ZZZ,N,N,Y,N,Unscheduled Maintenance,Inspection; Testing,,,,,,,,,,,,,,,,,,Nosewheel Steering,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,,,Time Pressure; Training / Qualification; Troubleshooting; Communication Breakdown,Party1 Flight Crew; Party2 Maintenance,,1830217,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR; Ground Event / Encounter Ground Equipment Issue,,N,Person Flight Crew; Person Ground Personnel,Taxi,Flight Crew Became Reoriented; General Flight Cancelled / Delayed,Aircraft; Equipment / Tooling; Procedure; Logbook Entry,Procedure,"During push back; the tug driver informed me that the tow bar shear pin had broken.  This had occurred in a benign and gentle manner; without any perceivable noise or vibration on the flight deck; or abnormal movement of the aircraft.   I set the parking brake and called ZZZ line maintenance.  I explained the situation; and asked if this required an inspection or logbook entry (we were on a MAX) and was told 'no' on both counts.  My first officer looked up 'tow bar breakage' in the FOM; and read to me the section that states 'an info only write up shall be made and the flight may continue as long as no aircraft damage is suspected'.  Unfortunately; that paragraph applies to the 737-NG; but not the MAX.  The aircraft should have been inspected; a discrepancy written up in the logbook; and subsequently signed off.Maybe a reminder in the form of a bulletin; for both pilots and mechanics; or a brief mention in the next quarterly CBT (Computer Based Training) to emphasize the difference in policy for the MAX.",,,,"Captain reported a broken shear pin on the tow bar during push back and was incorrectly advised that a log book entry was not required by maintenance.",
1830234,202108,0601-1200,LGB.Airport,CA,,,0,,,,,,,,,Tower LGB,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Confusion,,,1830234,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Taxi,Air Traffic Control Provided Assistance; Flight Crew Became Reoriented; Flight Crew Requested ATC Assistance / Clarification,Chart Or Publication; Procedure,Chart Or Publication,"We departed LGB today on a Part 121 passenger flight. Our aircraft was facing north. Our taxi clearance for departure was to taxi to runway 30 via E2 and E taxiway and hold short of J. Our Jeppesen taxiway diagram which is dated 25 June did not have E2 nor E on it. It showed a taxiway closed with X X X on it. We did see the yellow and black taxiway signs of E2 and E. I knew my Jeppesen charts in my iPad were current and up to date with the most recent update. Several hours later and done with my flying; I found the current and up to date taxiway diagram on the FAA NOS website. I downloaded the taxi chart and reviewed it. The NOS FAA chart just like the Jeppesen chart did not show an E2 nor E taxiway. I am confused why a taxiway was commissioned before it was released in charting. I did ask the Tower Controller; who was also controlling Ground; how long the E2 and E taxiway has been commissioned. And if I recall correctly; He said for 2 weeks. I would assume this is adequate time to get updated info to pilots who operate on the field. I also referenced LGB NOTAMS and there was nothing about E2 nor E. Make sure charts are available to pilots that are up to date. When a new taxiway is commissioned it should be charted or NOTAMed.",,,,"Air Carrier pilot reported LGB charts did not show the taxiways they were assigned.",
1830355,202108,0601-1200,ZZZ.Airport,US,,,,,,VMC,,,Daylight,,,CTAF ZZZ,Corporate,PA-23-250 Aztec,,2,Part 91,,Training,,Final Approach,Visual Approach,Class E ZZZ; Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTAF ZZZ,,Any Unknown or Unlisted Aircraft Manufacturer,,1,Part 91,,,,,,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Corporate,Instructor; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 80; Flight Crew Total 1300; Flight Crew Type 20,,Situational Awareness; Communication Breakdown; Confusion; Human-Machine Interface; Training / Qualification,Party1 Flight Crew; Party2 Flight Crew,,1830355,,,,,,,,,,,,Conflict NMAC; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,Horizontal 200; Vertical 150,N,Person Flight Crew,In-flight,Flight Crew Took Evasive Action,Procedure; Human Factors,Human Factors,"A training flight was conducted to ZZZ. We entered on a 45 to left downwind for runway XX at ZZZ. Heard a call that there was an aircraft 6 mile final just before we entered the downwind. We kept it in mind; but in the process of trying to configure to land; we forgot to look out for him. Upon turning base; we saw him on final directly 12 o clock ahead of us about 150ft above us and about 200ft lateral. We immediately turned right and exited the pattern to come back in for a 45 to a left downwind again. We heard a call that the aircraft on final is going around and offset to the right to rejoin the downwind again. We called and said we were rejoining the pattern again. We ended up rejoining and following traffic on base and came in for a full stop.We did not have traffic alert or traffic displayed because we only had ADS-B out. There was definitely lack of awareness and some complacency on our part. We will be extra vigilant from now on to look out for traffic and keep separation in the pattern.",,,,"Instructor Pilot reported loss of situational awareness led to a near mid air collision when another aircraft that had announced their intentions and was encountered.",
1830371,202108,1201-1800,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,,,Ground ZZZ,Personal,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,,2,Part 91,None,Training,,Taxi,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ground ZZZ,,Skyhawk 172/Cutlass 172,,1,Part 91,,,,,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor; Pilot Not Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 110; Flight Crew Total 1325; Flight Crew Type 320,,Situational Awareness; Human-Machine Interface; Communication Breakdown,Party1 Flight Crew; Party2 Flight Crew,,1830371,,,,,,,,,,,,Conflict Ground Conflict; Critical; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Incursion Taxiway,Horizontal 20; Vertical 0,N,Person Flight Crew,Taxi,Flight Crew Took Evasive Action,Procedure; Human Factors,Human Factors,"I was training a primary student.  We received clearance from the ground controller to taxi to the runway and contact tower.  As we taxied onto the taxiway; Aircraft Y with an elderly gentleman operating single-pilot at the controls was parked facing the taxiway at a perpendicular angle in the run-up area.As we neared this airplane while taxiing down the taxiway toward [Runway] XXR abeam intersection 1; he started moving forward while looking to the left.  We got within 20-feet of each other and he never noticed because he failed to clear to his right prior to taxiing onto the taxiway.  This other pilot failed to request a taxi on ground from the run-up area as is our local procedure.We slammed on our brakes; coming to an abrupt stop and avoided the collision.",,,,"Instructor Pilot reported braking hard to avoid a collision with another aircraft during taxi.",
1830394,202107,1201-1800,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,CTAF ZZZ,Personal,Yankee AA1,,1,Part 91,None,Personal,,Takeoff / Launch,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,VHF,,X,Improperly Operated,,,Any Unknown or Unlisted Aircraft Manufacturer,,1,,,,,Climb,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 18; Flight Crew Total 3100; Flight Crew Type 1635,,Situational Awareness; Communication Breakdown; Confusion,Party1 Flight Crew; Party2 Flight Crew,,1830394,,,,,,,,,,,,Conflict NMAC; Deviation / Discrepancy - Procedural Published Material / Policy,Horizontal 100; Vertical 0,N,Person Flight Crew,In-flight,Flight Crew Took Evasive Action,Procedure; Human Factors,Human Factors,"While loading my plane at ZZZ I noticed the wind was favoring runway XX. My daughter noted that the wind sock was also favoring runway XX. As I announced my departure from runway XX I heard a faint "XY" on [frequency] XXX.YY. I stopped and asked if anyone was taking off on XY. Then I saw a high wing plane taking off on XY. Then again announced my departure on XY. Note: you cannot see end to end on this runway at ZZZ. Upon taking off I found a low wing plane departing from XY. We were both airborne. Fortunately we both broke to our right at the same time. Wondering if I missed something about wind direction I turned up the volume on YYY.ZZ and found the wind to be still 050 at 3 knots. As to the operation of my radio it worked fine talking to four different ATC facilities on the way home. For ZZZ I would recommend a camera and TV screen at each end so you can see what's at each end. Don't know if you could aim one on the approach for landing plane. Don't know how you would fix downwind takeoffs. Well downwind take offs are not prohibited I think you should put the odds on your side should you have engine failure during the takeoff phase of flight.",,,,"Pilot reported taking evasive action on take off when another aircraft departed on the opposing runway.",
1830406,202108,1201-1800,ZZZ.TRACON,US,,,,4000,,VMC,,,Daylight,,,TRACON ZZZ,Personal,Skylane 182/RG Turbo Skylane/RG,,,Part 91,IFR,Personal,,Cruise,,Class E ZZZ3,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRACON ZZZ,,SR20,,1,Part 91,IFR,,,Climb,Vectors,Class E ZZZ3,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X; Facility ZZZ.TRACON,Flight Deck,Government,Approach,Air Traffic Control Fully Certified,Air Traffic Control Time Certified In Pos 1 (yrs) 15,,,,,1830406,,,,,,,,,,,,ATC Issue All Types; Aircraft Equipment Problem Critical; Conflict Airborne Conflict; Deviation - Altitude Excursion From Assigned Altitude; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance,,,Person Air Traffic Control,In-flight,Air Traffic Control Issued New Clearance; Air Traffic Control Provided Assistance; Flight Crew Returned To Departure Airport,Aircraft; Human Factors; Procedure,Aircraft,"Aircraft X departed ZZZ IFR initially assigned 040 heading and 4;000 altitude.  Pilot checked on; was identified; handed off and shipped to ZZZ1 Approach having reported established on the airway northbound. Aircraft Y was cleared for the RNAV30 approach at ZZZ and issued direct ZZZ2 (roughly 010) climbing to 4;000 feet on his missed. He was switched to advisory.Aircraft X experienced a total electrical failure.  He lost comms and transponder.  Pilot elected to return to ZZZ VFR.  I was unaware of his intentions and had only a primary only target on his aircraft.  When Aircraft Y checked on; I stopped Aircraft Y at 3;000 feet as Aircraft X's last observed altitude was 4;200 feet with an assigned altitude of 4;000 feet.  Aircraft X descended into ZZZ and the altitude of Aircraft X as they passed about 2 miles lateral from Aircraft Y and whether or not he was VFR was unknown. The operation was as safe as it could be given the circumstances.",,,,"A TRACON Controller reported an aircraft experienced a complete electrical failure/communication loss and descended through the altitude of another aircraft while reversing course to return to their departure airport.",
1830416,202108,0601-1200,ZZZ.Airport,US,,,0,,,,,,Daylight,,,Center ZZZ1,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,,Cruise; Parked,,Class A ZZZ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Communication Breakdown,Party1 Flight Crew; Party2 Dispatch,,1830416,,,,,,,,,,,,Deviation / Discrepancy - Procedural Hazardous Material Violation; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,,,Person Flight Crew,In-flight,General None Reported / Taken,Human Factors; Procedure,Human Factors,"Just prior to pushing; I was handed a Notice to Crew (NOTAC) for aircraft batteries in compartment D. I signed one and kept it; signed the other and returned it. I didn't look at it closely and didn't realize until cruise that the release was supposed to note it as well.",,,,"B737-800 Captain reported aircraft departure with flight release missing required 'Hazmat cargo' amendment note.",
1830523,202108,1201-1800,ZZZ.Airport,US,,,,,,VMC,,,,,,,Air Carrier,B767-300 and 300 ER,,2,Part 121,IFR,Cargo / Freight / Delivery,,Cruise,,Class A ZZZ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Other / Unknown,,,1830523,Hangar / Base; Aircraft X,,Air Carrier,Dispatcher,Dispatch Dispatcher,,,Other / Unknown,,,1830525,Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Hazardous Material Violation,,,Person Dispatch; Person Flight Crew,,General None Reported / Taken,Human Factors,Human Factors,"Radioactive material loaded in 2L.  In accordance with Flight Operations Manual should have been position 3 and aft. Hazmat cargo incorrectly loaded by ramp.  I failed to catch error. [Captain suggests company] develop software that will not allow paperwork to print if Hazardous Goods are incorrectly loaded.",,"The ramp agent loaded radioactive II  0.1 T.I in position 2l.  The crew did not catch it.",,"B767-300 Captain reported Hazmat cargo [Class 7] loading error missed prior to departure.",
1830581,202108,,ZZZ.Airport,US,,,0,,,,,,Daylight,,,Ground ZZZ; Ramp ZZZ,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,High,,,,,,,,,,,,,,,,,Coalescer Bag,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Cabin Jumpseat,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,Boarding; Safety Related Duties,Physiological - Other; Troubleshooting,,,1830581,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Crew; Person Flight Attendant; Person Passenger,Taxi,Air Traffic Control Provided Assistance; Flight Crew Overcame Equipment Problem; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Returned To Gate; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,"Upon push back from the gate in ZZZ; a putrid/rancid smell filled the aft galley and was detectable by myself; the D flight attendant; the A flight attendant and at least 2 passengers causing eye irritation; headache and nausea for me; and a headache for the D. The Captain was notified immediately. Having experienced this leaving ZZZZ on the prior leg flown by this aircraft; the decision was made to return to the gate and have Maintenance look at the aircraft. The A; B; and C flight attendants all agreed that we didn't feel safe in an environment where we and our passengers were potentially breathing toxic fumes. A 21 point inspection was run at the gate and it was determined that the plane had no mechanical issues. I tried (as did the Captain) to mention that it was likely the odor was not reproduce-able at idle. It was only evident under power. It was deemed a safe aircraft; so we re-boarded the flight; only to experience the odor; eye burning; headache; and nausea after push back. A second gate return occurred and passenger and crew deplaned.",,,,"B737 First Officer reported two ground gate returns due to a recurring fume event during departure taxi.",
1830641,202108,1801-2400,ZZZ.Airport,US,220,10,,3000,,VMC,,,Night,,,Tower ZZZ,Personal,Cessna 152,,2,Part 91,VFR,Personal,,Initial Approach,Direct,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Flight Crew Instrument; Flight Crew Commercial,Flight Crew Last 90 Days 240; Flight Crew Total 570; Flight Crew Type 350,,,,,1830641,,,,Pilot Not Flying; Instructor,Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 150; Flight Crew Total 1300; Flight Crew Type 25,,,,,1830665,Aircraft Equipment Problem Critical,,N,Person Flight Crew,In-flight,Flight Crew Landed As Precaution; Flight Crew Took Evasive Action; General Maintenance Action,Aircraft,Aircraft,"Initial descent into ZZZ; engine roughness and loss of power (300-400 RPM). Applied carb heat; engine continued to lose power; requested priority with tower; squawked 7700; maintained altitude and airspeed until landing at airport was assured. Landed plane without incident and taxied to FBO.",,"Initial descent from 3;500 feet MSL engine roughness drop of 300+ RPM. Was pilot not flying. Pic pulled carb heat. I requested priority; squawked 7700. Engine made partial power until landing.",,"Flight Crew reported engine roughness on approach to landing. They were able to continue to a precautionary landing.",
1830724,202108,1201-1800,ZZZ.TRACON,US,,,,5000,,VMC,Rain; Turbulence; Thunderstorm,,Daylight,,,TRACON ZZZ,Air Carrier,B737 Next Generation Undifferentiated,,2,Part 121,IFR,Passenger,,Final Approach,Vectors,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 85; Flight Crew Total 3687; Flight Crew Type 3687,,Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1830724,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; First Officer,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 81; Flight Crew Total 3888; Flight Crew Type 140,,Communication Breakdown,Party1 ATC; Party2 Flight Crew,,1830733,ATC Issue All Types; Deviation - Altitude Excursion From Assigned Altitude; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter Weather / Turbulence; Inflight Event / Encounter CFTT / CFIT,,N,Person Air Traffic Control,In-flight,Air Traffic Control Provided Assistance; Flight Crew Became Reoriented; Flight Crew Took Evasive Action,Environment - Non Weather Related; Human Factors,Human Factors,"Flight was deviating off the ZZZZZ arrival due to thunderstorm activity. Subsequently cleared direct ZZZZZ and told to descend to 5;000 feet. While it is possible both the Captain and FO (First Officer) heard the wrong altitude; the FO read back 5;000 feet. Even though the published altitude is 6;000 feet; this did not seem unusual to us as we were flying below storm overhangs and had barely flown any of the arrival up to this point.  After reaching 5;000; the controller asked why we were at 5;000. We informed him that was our cleared altitude. He informed us 6;000 was the minimum vectoring altitude.",,"On arriving into ZZZ; we were taken off the ZZZZZ4 arrival due to thunderstorms in the terminal area. Upon contact with Terminal Radar Control we were issued radar vectors. The Air Traffic Controller stated that we would rejoin the arrival at ZZZZZ. We were told to fly heading 090 and cleared to descend from 9;000 to 6;000. The clearance was read back and confirmed by both of us. Shortly thereafter the controller gave us a further descent down to 5;000. The clearance was read back and confirmed by both of us. After the clearance was read back; ATC never intervened on the altitude that we read back. ATC then told us to fly direct to ZZZZZ. Whilst we were level at ZZZZZ at 5;000; ATC stated that [the next fix] had an altitude of 6;000 ft. I stated that we were cleared by him down to 5;000. There were no traffic conflicts.",,"Flight crew reported descending 1000 feet below minimum altitude on approach as cleared by ATC.",
