 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1793101,202103,0601-1200,ZZZ.ARTCC,US,,,,27000,,,,,,,,Center ZZZ,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,GPS; FMS Or FMC,Cruise,Vectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center ZZZ,,Other,,,,IFR,,,,Vectors,,,,,,,,,,,,,,,,,,,,,,,,,Facility ZZZ.ARTCC,,Government,Enroute,Air Traffic Control Fully Certified,Air Traffic Control Time Certified In Pos 1 (mon) 6; Air Traffic Control Time Certified In Pos 1 (yrs) 14,,Other / Unknown; Distraction; Communication Breakdown; Situational Awareness,Party1 ATC; Party2 Flight Crew,,1793101,,,,,,,,,,,,ATC Issue All Types; Conflict Airborne Conflict; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance,,N,Person Air Traffic Control,In-flight,General None Reported / Taken,Human Factors,Human Factors,"My D-side had reminded me about a pending confliction that I needed to resolve which I had put off. I was a little annoyed with myself and as such my resolution was perhaps a bit more aggressive than needed. Headings were issued to both aircraft and it worked out fine. I had intended to have Aircraft X on course before he neared the adjacent sector boundary but I didn't check on it quite soon enough. I remember thinking that it would work out fine but I was apparently slightly off in my estimation and the aircraft got within 2.5 miles of the adjacent sector boundary - without actually crossing the boundary - without a pointout; which my D-side also failed to notice.I never did notice the event; Management informed me later as they'd coincidentally been monitoring the sector.I had perhaps gotten a little complacent from the routine and experience. I'll be extra sure to follow up on any headings issued so as to ensure the aircraft involved perform as expected; and to be more vigilant in protecting my airspace boundaries.",,,,"ARTCC Controller reported an airborne conflict due to a handoff issue.",
1793125,202103,0601-1200,MTJ.Airport,CO,,,,12500,,VMC,,,,,,Center ZDV,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,FMS Or FMC; GPS,Final Approach,Direct,Class E ZDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 115; Flight Crew Total 1835; Flight Crew Type 1835,,Situational Awareness; Confusion; Time Pressure; Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1793125,,,,,,,,,,,,Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,,N,Person Air Traffic Control,In-flight,Air Traffic Control Issued New Clearance; Air Traffic Control Issued Advisory / Alert; Air Traffic Control Provided Assistance; Flight Crew Returned To Clearance; Flight Crew Became Reoriented,Chart Or Publication; Environment - Non Weather Related; Human Factors,Human Factors,"Good VFR day; cleared departure out of ZZZ to TEHRU; then direct MTJ. Just prior to TEHRU we informed the DEN Center controller that we would be requesting the ILS [Runway] 17 and was expecting to be vectored to the localizer. Instead; we were given 'direct DIRDY; Cross DIRDY at or above 13;000 feet; cleared for the ILS 17.'Loaded that into the MCDU; which inserted the procedure turn depicted to the north; after BRUUK. As the track from GEJYU to BRUUK is 78 degrees off the localizer course we figured this was the only 'legal' way to fly it; based on our clearance; so wasn't surprised. (Coming from the west side of the localizer there is a DME arc with a lead-in radial depicted to account for that steep angle; but not from the east. Again; we assumed the procedure turn was the only legal way to turn onto the localizer.)Although the crossing altitude for GEJYU is 10;800 feet the initial procedure turn altitude is 12;500 feet so we crossed GEJYU somewhere above 13;000 feet on our descent to 12;500 feet. Unfortunately; when we visually picked up the airport this made us too high to ask for a visual approach so we decided to just fly the procedure turn; as planned.After becoming established in the procedure turn outbound; the Controller asked us what we were doing and said most flights just join the localizer and go directly toward the runway. After some back-and-forth about this; while we were in the turn back toward BRUUK; he said 'low altitude alert; climb and maintain 13;000 [feet]' (we were still at 12;500 [feet]; and VFR). We climbed to 13;000 feet; called the runway in sight; and were cleared for the visual approach.Long story short(er); there was obvious confusion on our part regarding how this approach was supposed to be flown; as well as; I believe; based on our conversation; the Controller's. After landing we looked over the chart for 5-10 minutes; looking at all the various notes; etc.; before finally noticing the 'NoPT' note depicted under the 9;000 feet MEA listed for the leg from GEJYU to BRUUK.I saw the altitude and NoPT but when looking at the routing in the FMS and the procedure turn altitude assumed it wasn't intended for flying the full approach. I also don't understand why we would expect to intercept a localizer from a 78-degree angle when; I believe; while being vectored to an intercept; the intercept heading given by ATC is required to be within 30 degrees of the localizer course. If we had flown the depicted track from GEJYU to BRUUK as apparently expected on this approach; I believe the airplane would have overshot the turn onto the localizer by at least 1-2 miles. As for the low altitude warning the airplane was flying the published procedure turn on altitude which would lead one to believe you were in protected airspace?",,,,"Air Carrier First Officer reported they misread the approach chart and did not fly the approach track correctly into MTJ airport. The crew was given a 'Low Altitude Alert' by ATC.",
1793127,202103,1201-1800,ZZZ.Airport,US,,7,,1600,,,,,Daylight,,,Tower ZZZ,Air Carrier,B737-700,,2,Part 121,IFR,Passenger,,Final Approach; Initial Approach,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Landing Gear Indicating System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 140; Flight Crew Type 3031,,,,,1793127,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Air Traffic Control Issued New Clearance; Air Traffic Control Provided Assistance; Flight Crew Executed Go Around / Missed Approach; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Overcame Equipment Problem,Aircraft,Aircraft,"I was Pilot Flying. On approach to Runway XXR at ZZZ; after calling for the landing gear down and flaps 15; we noticed that we had three green and three red landing gear indications. The overhead panel showed three green indications. We were able to complete the QRH and Landing Checklist and determined that the landing gear was down and locked. We continued the approach with the intention of landing. At approximately 500 feet AGL; we received the oral warning 'TOO LOW GEAR.'I was no longer sure that the landing gear was down and locked.  I called for the go-around and executed the go-around procedure.  We decided to leave the landing gear down and cleaned the flaps up to 5 degrees.  The Captain was working the radios and informed ATC of the go-around.  ATC gave us a heading and cleared us to 2;000 feet. They asked for the reason of the go-around. The Captain informed them that we were having landing gear indication problems. The Captain then decided to request priority handling.We completed the QRH and were able to get three green indications without red indications. The Captain informed ATC we had solved the problem and could continue for another approach and landing.  ATC assigned us Runway XXL.  We set up the FMC; re-briefed the approach; completed all of the appropriate checklists; flew the approach; and landed uneventfully on Runway XXL.  We taxied to the gate; shut down the engines and completed the Shut Down Checklist. While at the gate we had realized that due to workload; we had forgotten to inform the flight attendants of the priority handling situation.To prevent this from happening again; we need to slow down; and complete all briefings to the Flight Attendants and Passenger cabin prior to landing. Just because we were able to solve the landing gear problem and workload was heavy; does not alleviate the duty to inform the Cabin Crew.",,,,"B737-700 First Officer reported a landing gear indication issue during approach resulting in a go-around.  The flight crew ran the QRH procedures; resolved the issues and landed safely on their second attempt.",
1793137,202103,1201-1800,SCT.TRACON,CA,,,,6000,,VMC,5,,Daylight,5000,,TRACON SCT,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Cargo / Freight / Delivery,FMS Or FMC,Initial Approach,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UAV: Unpiloted Aerial Vehicle,,,,,,,Hovering (UAS),,,,,,,,,,,,,,,,,,,,,,Aircraft / UAS,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Commercial; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 80; Flight Crew Total 2800,,Distraction; Situational Awareness,,,1793137,,,,,,,,,,,,Airspace Violation All Types; Conflict NMAC; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,Horizontal 75; Vertical 15,N,Person Flight Crew,In-flight,General None Reported / Taken,Airspace Structure; Environment - Non Weather Related,Environment - Non Weather Related,"Near midair collision with a personal 'drone' remotely piloted aerial vehicle; roughly 18' square in size. Occurred on the SCBBY2 arrival; TAKOE TSN for RWY 26R; at 6;000 feet MSL; 3.5nm East of KALEA Intersection. FO (First Officer) was pilot flying and picked up tally off the nose inside .5 nm; low-hi; rapidly moving from right to left. Jumpseater also gained visual situational awareness at the left cockpit window #2. Both FO and Jumpseater estimate the drone passed less than 50 feet in elevation from the left wing and certainly within the lateral wingspan distance of the aircraft; which confirmed the visual ID of a drone vs. a bird. Captain was pilot monitoring and did not see the drone but reported location; altitude; time; and general description to SoCal Approach moments after the incident with the information FO passed to him. We continued the approach to land without incident.",,,,"Air carrier Captain reported an NMAC with a UAV in SCT airspace.",
1793152,202103,0601-1200,,,,,,3400,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,FMS Or FMC; GPS,Descent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,,,Communication Breakdown; Situational Awareness; Workload; Training / Qualification,Party1 Flight Crew; Party2 ATC,,1793152,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; First Officer,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Workload; Situational Awareness; Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1793151,ATC Issue All Types; Deviation - Altitude Crossing Restriction Not Met; Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Became Reoriented,Human Factors,Human Factors,"This was the first leg of a 3-day trip and my 2nd trip in several months. I had not flown in several months due to COVID scheduling (but I have remained current with a PC simulator).  I was having difficulty in clearly hearing ATC and through the interphone in flight.  I was the pilot flying at the time of the event.  My First Officer has been enduring a highly antagonistic situation in the home life; which may have found its way to the flight deck; creating an unanticipated stressor.  My First Officer was distressed over these interactions; resulting in a secondary distraction.On approach; my First Officer (the pilot not flying) believed we were issued a clearance down to 2;400 feet and read back the misunderstood altitude of 2;400 feet.  I did not catch the altitude clearance.  Descending below 3;400 feet; ATC advised us of a low Altitude Alert and informed us that we were meant to be at 3;400 feet.  We apologized and explained it was a misheard clearance.  ATC asked us to climb back up to 3;400 feet and advised us we were still cleared for the approach.  We complied and continued without incident.We discussed as a crew the intention to submit a report that evening.  Being a bit rusty on operating in the physical environment and with the remainder of a 3-day to focus on (including a line check); I inadvertently forgot to write the report.  After our first 2 legs; I was scheduled to split from my First Officer to fly with a line check pilot (per my request prior to the trip) out of an abundance of caution; due to being out of the physical environment for so long.  It may be because we were no longer operating together that my First Officer and I forgot to submit our reports in a timely fashion (without having each other as a reminder).My job as a Captain is to ensure the aircraft is flown in a safe manner and that we comply with ATC instructions. The responsibility comes down to me to maintain total situational awareness in all phases of flight.  I became inadvertently disconnected from the communications loop as pilot flying.  This resulted in a breakdown of a good multi-crew concept; as well as an unsafe situation and unintentional deviation from ATC instruction.  I must remain more diligent and vigilant as a crew member in all aspects of flight; regardless of assigned duty in order to maintain safe and compliant operation.It is also imperative that I participate in SMS in a timely manner; consistent with company standards.  To be an effective team leader; it is also my duty to ensure my crew members take part in SMS.  This can only enhance safety for our colleagues and industry as a whole.  It was never my intention to neglect to submit a report; but unfortunately it was mistakenly forgotten.  I should make reminders for myself to stay on task with necessary reports.  In the future I may find it helpful to set reminders in my phone whenever issues like this arise.",,"On approach to land; as the First Officer and PM for the leg; I responded to ATC's instruction to descend to 2;400 feet.  My Captain did verify with me the altitude to descend too; since Captain had not heard it clearly.  I advised that the assigned altitude was 2;400 feet.  It wasn't until we were descending below 3;400 feet that ATC checked in and advised that we were to level off at 3;400 feet.  We did proceed to climb back to 3;400 feet and continued the approach to land.The altitude of 2;400 feet was above the FAF altitude and ATC did not correct me when I replied to ATC with the confirmation to descend to 2;400 feet. It was then that; with the 2;400 foot altitude assignment being a bit lower than expected; even though ATC had not corrected me when I responded with a 2;400 foot altitude assignment; I should have verified the altitude assignment.In the future; as a First Officer and soon to be Captain; I will be more vigilant with all procedures and in the interest of safety and full compliance; verify that all direction and communications are clear; concise and without question.  If this is ever in doubt; I will take full responsibility and take all steps necessary to ensure a safe and compliant flight.",,"Air Carrier flight crew reported an altitude deviation due to a misunderstanding of ATC instructions. The crew cited lack of flying as a contributing factor.",
1793183,202103,0601-1200,ZZZ.Airport,US,,,700,,,,,,,,,Tower ZZZ,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Initial Climb,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Turbine Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Time Pressure; Workload,,,1793183,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,,,,,1793165,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Bird / Animal,,N,Person Flight Crew,In-flight,Air Traffic Control Issued New Clearance; Air Traffic Control Provided Assistance; Aircraft Aircraft Damaged; Flight Crew Landed in Emergency Condition; Flight Crew Returned To Departure Airport,Airport; Environment - Non Weather Related,Environment - Non Weather Related,"Shortly after takeoff we received a bird strike in our Number 1 Engine that caused considerable damage. Based on the engine vibration as well as the unusual noises coming from the aircraft; we determined it was necessary to immediately return for landing at ZZZ. I received priority with air traffic control and the First Officer continued flying the aircraft. There were no ECAM actions or QRH follow ups. Although there were high vibration indications as well as some initial fluctuations with N1; N2 and EGT (Exhaust Gas Temperature); the engine parameters remained in the realm of normal. Therefore; the First Officer and myself did not see any reason for shutting the engine down in flight. We landed safely; let the airport personnel do a quick inspection of the aircraft on the taxiway and then returned to the gate.It all went fairly well. There was a startle factor with this event. But; in general we followed everything we learned in training. However; I may have delegated the re-configuring of the aircraft to the First Officer a bit too soon. He did that on his own. It was all done correctly. But; I don't remember doing the normal acceleration altitude call outs. I did all the standard communication procedures to ATC; cabin crew; passengers and Dispatch. Then; rejoined the First Officer for the approach preparation. The First Officer handled flying the aircraft as well as his communication with ATC perfectly.There is nothing that I can suggest that would prevent this from happening again. We always have to contend with the hazards associated with migratory waterfowl. Always consider that as a threat during that time of the year as well as keep a vigilant lookout.",,"During takeoff approximately 700-800 feet we struck birds. We returned to ZZZ.Do not allow birds near airports.",,"Air carrier flight crew reported bird strike after takeoff resulting in a return to the departure airport.",
1793195,202103,1201-1800,ZZZ.TRACON,US,,,,,,VMC,Wind,,,,,TRACON ZZZ,Air Carrier,A300,,2,Part 121,IFR,,,Initial Climb,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Flight Dynamics,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,Troubleshooting; Human-Machine Interface,,,1793195,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; First Officer,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Troubleshooting; Human-Machine Interface,,,1793193,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Air Traffic Control Issued New Clearance; Air Traffic Control Provided Assistance; Flight Crew Landed As Precaution; Flight Crew Landed in Emergency Condition; Flight Crew Returned To Departure Airport; General Maintenance Action,Aircraft,Aircraft,"On departure lost Number 2 Pitch Trim; Autothrottle; 1 and 2 Autopilots and FO (First Officer) Flight Director. Number 1 Pitch Trim already deferred. Also; MEL that restricted us from RVSM airspace. Performed ECAM/ QRH procedures and could not reset Pitch Trim or Autothrottles. No autopilots were recovered and only manual trim available. [Received priority from ATC] as a precautionary measure. Returned to departure airport ZZZ. No further problems noted. Uneventful landing.Cause - System malfunction of Pitch Trim and Autopilots.Suggestion - Will await Maintenance final action/correction.",,"On departure at acceleration altitude we had Pitch Trim 2 fault. Pitch Trim 1 was already deferred. The ATS (Autothrottle System) lever also tripped off and I had FD2 flag on my pad. After the aircraft was cleaned up and the after takeoff checklist completed. I selected my FD switch to get FD1 on my PFD (Primary Flight Display). We accomplished the ECAM. Neither Pitch Trim 2 or ATS off reset. We ran the pitch fault QRH. It was no help. We elected to [advise ATC] and land in ZZZ.Cause - Pitch Trim 2 fault with Pitch Trim 1 deferred already.",,"Air Carrier flight crew reported loss of Pitch Trim and Autopilots after takeoff resulting a return to departure airport.",
1793199,202103,1801-2400,ZZZ.ARTCC,US,,,,38000,,VMC,,,,,,Center ZZZ,Air Carrier,B757 Undifferentiated or Other Model,,2,Part 121,IFR,Cargo / Freight / Delivery,FMS Or FMC; GPS,Cruise,,Class A ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center ZZZ,,Bombardier Learjet Undifferentiated or Other Model,,2,,IFR,,FMS Or FMC; GPS,,,Class A ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; Captain,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Communication Breakdown; Time Pressure; Situational Awareness,Party1 Flight Crew; Party2 ATC,,1793199,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),,,Communication Breakdown; Time Pressure; Situational Awareness,Party1 Flight Crew; Party2 ATC,,1793200,Conflict NMAC; Deviation - Altitude Excursion From Assigned Altitude; Deviation / Discrepancy - Procedural Clearance,Horizontal 0; Vertical 200,N,Automation Aircraft RA; Person Flight Crew,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Returned To Clearance; Flight Crew Took Evasive Action,Environment - Non Weather Related; Human Factors,Human Factors,"While cruising at FL380; ATC advised us of traffic approaching us at 10 miles; opposite direction; FL370. My First Officer visually verified the traffic; but we did not relay this to ATC. Within 40 seconds from being notified we initially received a (TA) Traffic Advisory then immediately followed by an (RA) Resolution Advisory. My FO (First Officer) immediately disengaged the autopilot and flew the RA commands. As PM (Pilot Monitoring) I backed up my FO due to the high altitude deviation and climb. I immediately then advised ATC of our situation and actions. We initially climbed 700-800 feet before the RA commands stopped. Once stabilized and safe; we descended back to our cruise altitude of FL380. At one point the RA indicated the Learjet was within 200 feet of our aircraft. There was no communication from the [Learjet] or ATC concerning their deviation from assigned altitude.From what we can determine; the Learjet vacated its assigned altitude of [Flight Level] 370 and continued to climb. At no point did we hear any communications from them or ATC speaking to them. They could have been with another controller/Center frequency. Clearly; we were RVSM airspace.[Suggest] the Learjet not vacating its assigned altitude and ATC advising the Lear of [their] deviation would correct this situation. There was no acknowledgment or explanation to us for the deviation or error.",,"In cruise at FL380; ATC advised us of traffic at 1o'clock and 10 miles. I was able to gain sight of the called Learjet shortly. Within 40 seconds we had a Traffic Advisory (TA) followed by a Resolution Advisory (RA). I disengaged the autopilot and flew the RA commands to climb. The Captain as Pilot Monitoring advised ATC we were climbing for an RA. I maintained sight of the traffic and saw him pass just beneath our right wing and during the maneuver as little as 200 feet below us. Once stabilized with the traffic no longer a factor I descended down to our assigned altitude and reengaged the autopilot. At no point did we hear any communication to the Learjet from ATC regarding us as they were supposed to be at FL370.Better communication via ATC needed to both us and the Learjet if they saw any altitude deviations from the Learjet. Did not hear other than the initial traffic call was given and only to us.",,"Air Carrier flight crew reported a NMAC while at cruise altitude.",
1793216,202103,1801-2400,ZZZ.Tower,US,,,100,,,VMC,,,Night,,,Tower ZZZ,Personal,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,,2,Part 91,,Training,,Takeoff / Launch,,,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,,,,,,,1793216,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,N,Person Flight Crew,In-flight,Flight Crew Returned To Departure Airport; Flight Crew Landed in Emergency Condition; General Maintenance Action; General Flight Cancelled / Delayed,Aircraft,Aircraft,"We were on a dual IFR time building cross-country flight from ZZZ to ZZZ1. After receiving take-off clearance on Runway XXR. On the ground roll; the engine indicated were all green; after rotation; during the climb at 100 ft.; there was a significant drop in RPM for 2 seconds then the engine went back to normal. I looked down to check for the carb heat was off; mixture full rich; fuel selector on the left tank; the fuel pump was on; verified everything. Then; the engine RPM dropped again. So; I decided to land with the remaining runway; power to idle; glide down to the runway. I [advised ATC]; landed safely with the remaining runway; and taxied back to the ramp. After post-flight inspection; we squawked the airplane.",,,,"Pilot flying PA-28 aircraft reported the engine RPM dropped significantly immediately after takeoff. Pilot reduced power to idle and landed straight ahead on the same runway.",
1793225,202103,0601-1200,LEX.Airport,KY,,,,2500,,,,,,,,Tower LEX,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Initial Approach,Visual Approach,Class C LEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Situational Awareness,,,1793225,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,,,Situational Awareness,,,1793226,Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,,N,Automation Aircraft Terrain Warning; Person Flight Crew,In-flight,Flight Crew Took Evasive Action,Human Factors,Human Factors,"The FO (First Officer) was flying and we were on the visual approach to RWY (Runway) 22 and we got a Caution Obstacle message. We started a turn and visually kept clear of the obstacle. We continued the visual approach and were stable. We descended to 2;000 [feet] MSL before turning on final and a tower off the right side of the aircraft caused us to get the alert. In hindsight we should have maintained 3;100 feet until passing BRIDL.",,"Transferring from Approach to Tower and upon passing Lexington VOR (HYK) we were asked to descend to 3;000 [feet]. Flying towards the departure end of [Runway] 22 we were asked if we had a visual of the airport. The Captain was non flying and answered yes. Then the Tower said that we were cleared for visual [Runway] 22 and a helicopter on the north end of the field was operating. That put us on a 45 downwind and once on the downwind; I then put 2;000 [feet] on the altitude selector. As per procedure 1;000 [feet] AGL is the lowest we can put in the selector. I then gradually decreased my descent from 3;000 and called for flaps setting three at speed 160 [knots] then gear down to be configured by the Runway 22 touchdown zone point. My descent was shallow and we did have the ILS 22 in the MCDU as reference. Turning within the outer-marker BRIDL we got an obstacle call. I was referencing an obstacle as referenced on the approach plate at 1;997 [feet] marked with an arrow at 1;997 [feet]. We were at 2;500 feet still descending as I looked to the right. I was about to call obstacle and perform the go-around procedure as per SOP but the call quickly ended. The call as per SOP is the trigger call 'Obstacle; Pull Up.' The call ended and we continued the standard turn. We were configured flaps five on the base leg and the continued on final. We descended once we captured the glide slope. We put 3;100 [feet] which was the missed approach procedure. The startling part of the flight was the obstacle call which we then started to look for something else; since we already had the tower obstacle in sight and we both confirmed the sighting.I think that in the future it's best to enter the traffic pattern and just follow the approach itself.",,"Air Carrier flight crew reported Obstacle Alert warning on approach to LEX airport.",
