 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
2069264,202401,,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,B777 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Fuel Line; Fittings; & Connectors,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Last 90 Days 113.92; Flight Crew Total 11188.10; Flight Crew Type 1275.35,,Communication Breakdown; Troubleshooting,Party1 Flight Crew; Party2 Maintenance,,2069264,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR; Ground Event / Encounter Fuel Issue,,,Person Flight Crew,Pre-flight,General Release Refused / Aircraft Not Accepted; General Maintenance Action; General Flight Cancelled / Delayed,Human Factors; Aircraft; Company Policy; Procedure,Procedure,"During my exterior walk around I smelled raw fuel as I approached the number one engine. Upon a visual inspection of the interior of the engine from the rear I noticed a large amount of puddling fluid just behind the fixed stator blades. I also noticed a very strong raw fuel odor. I wrote up the leak. Maintenance finally came to the cockpit and said it was signed off and the drips from the bottom of the engine were within limits. I was confused at that point because that wasn't what I wrote up and mentioned that to the mechanic. I also showed him photos. He said he didn't notice the fuel in the engine and would go look. A bit later he returned and said he didn't see any leak and the puddling was gone. I asked where the puddling went. I think his response was we wiped it up. In any case I told him with fuel dripping from the bottom of the engine and puddling internally I wanted to know the source. He said he didn't know the source and it was signed off and that's all he was going to do. I told him I wanted the source located. He said okay and left. Then a "maintenance manager" came and said "so what's the issue here? The plane is signed off and good to go" I said there's no issue; I repeated what I told the previous mechanic. His answer was the same. There's no leak and you're good to go. I disagreed and said I wanted the source identified. He again said I don't know what the issue is here; it's signed off. I told him I want the leak sourced. He responded with there's no leak. I asked then where's all the drips and puddling coming from. His response "I don't know but it's signed off and you're good to go". I repeated my desire to source what I know is a leak. He again said there's no leak and he wasn't going to investigate further unless I refused the plane. I said okay and refused it. The ACARS refusal code per the FOM was rejected so I phoned Dispatch and had them accomplish the refusal. They also got maintenance control on the phone. I explained the issue to him and he readily agreed with me. He said "they can't sign that off with an active fuel leak inside the engine". I told him they did and he said he'd look into it. In the meantime we accomplished a five minute engine run after coordinating with the Chief Pilot. I was at the engine after the run when they opened it up. It again had a very strong raw fuel odor. Once open it was quickly apparent that the same area was this time soaked in raw fuel. The plane was removed from service for repair. This is the third time I've had engine fluid leaks in ZZZ and had to push quite hard for the needed repair. Each time when the leak was sourced the aircraft were removed from service. The maintenance manager was polite but quite forceful in his attempt to get me to take the aircraft. My First Officer (F/O) commented as such and also said a lot of Captains would've given in under that pressure.My concern is two fold. One; there should be absolutely no pressure from maintenance to take an airplane a Captain questions a maintenance issue on especially an unairworthy one such as my three in ZZZ. Two; as this is my third occurrence for the same type of write up at the same location it goes beyond coincidence and I believe is a systematic problem in ZZZ. I believe; at least in my three occurrences; ZZZ maintenance was reluctant to pursue known engine problems until added polite verbal pushing from me was applied to get them to accomplish the inspections. I'm very concerned that this is a systemic problem there and needs to be addressed by the appropriate higher level management; regulatory and safety individuals.",,,,"B777 Captain reported a fuel leak and resistance from maintenance personnel when he requested they look into the leak and internal engine puddling.  Local maintenance was overridden by System Maintenance controller due to fuel puddling in the engine and removed the aircraft from service.",
2069298,202401,,,,,,0,,,,,,,,,,Air Carrier,No Aircraft,,,Part 121,,Passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,Air Carrier,Other / Unknown,,,,Workload; Troubleshooting,,,2069298,,,,,,,,,,,,No Specific Anomaly Occurred Unwanted Situation,,,Person Ground Personnel,Aircraft In Service At Gate,General None Reported / Taken,Human Factors; Procedure,Procedure,"Our company does not have a published policy to define how many laptops and/or cell phones may be contained in a checked bag (lithium battery concern). Other air carriers have limits published in their operating manuals vary from carrier to carrier; for example Company X limits laptops to two per checked bag; Company Y limit is no more than 20 per checked bag. The local TSA hold bags with what they feel are an excessive number of these devices until a Ground Security Coordinator (GSC) reports to the screening area to approves the bag for transport; however our company has no defined policy to assist the GSC in their decision-making process. The station's resource for guidance is DG staff and the guidance is different depending on who answers the phone and is usually a 'ballpark' estimate given or we are given a range; for instance 'we usually go with 10-15 is acceptable'; as the answer from the DG staff.",,,,"Air carrier Ground Personnel reported the company does not define a maximum number of Lithium Ion battery powered electronic devices that may be contained in a checked bag.",
2069324,202401,0601-1200,ZZZ.Airport,US,,,,,,VMC,10,,Daylight,,,,Air Taxi,EC135,,,Part 135,,Ambulance,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UAV: Unpiloted Aerial Vehicle,,1,,,,,,,,,,,,,,,,,,,,,,,Multi-Rotor,,,,Airport / Aerodrome / Heliport; Aircraft / UAS,,,,Aircraft X,,Air Taxi,Pilot Flying; Captain,Flight Crew Rotorcraft; Flight Crew Commercial,,,Situational Awareness,,,2069324,,,,,,,,,,,,Airspace Violation All Types; Conflict Airborne Conflict; Deviation / Discrepancy - Procedural Unauthorized Flight Operations (UAS); Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,,,Person Flight Crew,In-flight,General Flight Cancelled / Delayed; General Police / Security Involved,Human Factors,Human Factors,"While on approach to the Hospital 'H' I noticed a drone at approach height. I called out the drone to the medcrew. As I continued my approach; the drone remained in its position; descending with my approach altitude. I monitored the drone during the approach and as I came to the pad the drone had descended to aprox 40 feet below the pad and remained 40 feet away. My crew immediately identified the drone and contacted security. The drone remained in a fixed location for another 15 min. I informed ATC that I would not continue flight operations until the drone had landed. We observed the drone; and it continued to operate in front of; behind and of the aircraft. The drone sporadically moved in all directions of the pad; eventually ending up in the approach area to the pad. The crew and myself monitored the drone until we noticed where the drone pilot was working.Suggestions: All drone operations should cease immediately when approaching aircraft are known to be arriving. ATC should inform helicopter pilots of all drone activity in the vicinity when helicopter traffic is known to be approaching - on arrival.",,,,"Air ambulance helicopter pilot reported an airborne conflict with a UAS while on approach to the helicopter pad.",
2069343,202401,1801-2400,ZZZZ.ARTCC,FO,,,,14000,,,,,Night,,,TRACON ZZZZ,Air Carrier,B777-200,,2,Part 121,IFR,Cargo / Freight / Delivery,Localizer/Glideslope/ILS ILS XXL,Descent,,,,,,,,,,,,,,,,,,,,,,,,,,Oil Filter,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Relief Pilot,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),,,Situational Awareness; Troubleshooting; Communication Breakdown,Party1 Flight Crew; Party2 Maintenance,,2069343,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Situational Awareness; Troubleshooting,,,2069011,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Inflight Shutdown,Aircraft; Human Factors; Procedure,Aircraft,"The ENG OIL FILTER L EICAS message appeared during the flight; in the course of running the emergency checklist it commanded us to turn off the Autothroole arm switch (L) and retard the thrust lever until the message extinguished. And it did. A few moments later we contacted maintenance via dispatch and it was determined that we could continue our flight. About 2 hours later as we descended into ZZZZ; the same EICAS message populated. We reran the checklist and this time the message would not extinguished; so the emergency checklist commanded us to shut down the left engine. We did so and [requested priority handling] with ZZZZ approach. ATC gave us direct IAF of the ILS XXL approach. The rest of the flight continued safely to a landing.  The engine was intentionally shut down due to the explicit instruction of the checklist.",,"We were on the ZZZZZ arrival for ZZZZ when; at around XC:53 and passing 13;000 feet; we received an "ENG OIL FILTER L" advisory message. Following the emergency checklist; we had to shut down the left engine as the message did not disappear. We [requested priority handling] with ZZZZ ATC and proceeded to land as planned on runway XL. We informed ATC that after landing we would be unable to taxi the airplane. The landing happened without any problems besides the single engine operation. For your information; we had the same issue around XA:46; but after performing the emergency checklist; the message disappeared; and we continued the flight.",,"Air carrier crew reported an oil filter message which eventually directed the crew to shut down the engine while on the initial approach. The crew landed safely.",
2069358,202401,1201-1800,ZZZ.Airport,US,,,0,,,,,,,,,Ramp ZZZ,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,,,Situational Awareness,,,2069358,,,,,,,,,,,,Conflict Ground Conflict; Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Person / Animal / Bird,,,Person Flight Crew,Taxi,Flight Crew Took Evasive Action,Procedure,Procedure,"Ramp crew chief walked right in front of the airplane as we were parking with 4 feet left. Had to stop as we lost visual. Cause: Lack of care. Intentional non compliance with ramp procedures. Suggestion: Retraining and coaching of employees.",,,,"Air carrier pilot reported while taxing into the gate the ramp crew chief walked in front of the aircraft resulting with the flight crew taking evasive action.",
2069361,202401,1201-1800,ZZZ.Airport,US,,,0,,,,,Poor Lighting,Night,,,Ramp ZZZ,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Situational Awareness,,,2069361,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Vehicle,,,Person Flight Crew,Taxi,General None Reported / Taken,Airport; Human Factors,Airport,"I was the FO (First Officer) on flight XXXX Day 0 ; ZZZ1-ZZZ.After a short hold off the ramp awaiting our gate we were cleared to gate. As we taxied into the gate I verified and said the area was clear as all vehicles/items were behind the red line. We taxied in at a very slow speed and about 20 feet or so from the jet bridge it felt like we struck something.I looked ahead and to the right and didn't see anything. At that point the CA (Captain) said he thought we struck a catering truck that was behind a red line on the left side of the plane.The aircraft was stopped ;and a PA was made to remain seated. After clearance from ground personnel was received the plane was taxied to the gate. The Chief Pilot was contacted and a maintenance entry was completed.Night time ; inadequate ramp lighting.The ramp safety zone markings (red) are not easily distinguished from the "fire line" (red) markings from the cockpit at night with less than ideal ramp lighting - especially if the area in question does not have safety zone markings .",,,,"Air carrier First Officer reported while taxing into the gate they felt like they struck something and stopped the aircraft.  The flight crew believe they struck a catering truck that was behind the red line.",
2069362,202401,1801-2400,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,,Workload; Communication Breakdown; Time Pressure,Party1 Flight Crew; Party2 Ground Personnel,,2069362,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; First Officer,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,Communication Breakdown,Party1 Flight Crew; Party2 Ground Personnel,,2069364,Deviation / Discrepancy - Procedural Hazardous Material Violation; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Other / Unknown,,,Person Flight Crew,Taxi,Flight Crew Overcame Equipment Problem,Human Factors; Procedure,Human Factors,"Prior to push from the gate in ZZZ we received a NOTOC indicating dry ice. I Captain (CA) sent the DG message through ACARS. After pushback; we reviewed the closeout prior to taxi; as it was late in the evening; dark and the ramp was congested/chaotic which would require a good deal of "heads up" time by both of us. We noted that the closeout did not list RA (Restricted Articles) boarded so I requested that the First Officer (FO) make a call to Ops to try and verify if the dry ice had been boarded. My recollection is that during the taxi he made a total of 3 calls to ops to reconcile this; with no information returned by them. FOM page XXX clearly states that discrepancies between the closeout and NOTOC be completed. As we rounded the corner of Mike taxiway onto Charlie taxiway and we were approaching number one to depart; I made the judgement that the RA had likely not been put on the plane; as I had seen a few times as an FO prior to upgrade. The FOM also states that if a NOTOC has been issued and the RA not boarded that the Crew Chief is to cancel the NOTOC.  Approximately 9 minutes after departure we received an updated closeout that stated crew chief added RA to final list.  We compared the zero fuel weight to the original closeout and it was the same number so we determined that there was no issue with the performance for out departure runway (we were approximately 3000 lbs lower than planned). We discussed the closeout received and checked portion of the takeoff checklist and looked at the training slides for direction on discrepancies with RA/NOTOC and found that it was heavily focused on the performance side of the report. After a night of sleep; and  on my commute home I took a deeper dive into the FOM with regards to NOTOC and RA reporting on the closeout and decided to file this report based on my decision/judgement to depart with a discrepancy not reconciled but also the difficulty to receive updated information from ZZZ ops/Crew Chief. This could be a nice/good add to the training slides as another reminder of the reconciliation process of discrepancies that can be trapped prior to departure.The biggest factor I can identify is the timeliness of information flow as well as the compressed time (short and complicated taxi) to get resolution. I reviewed the closeout training slides for a qualification course. They go in depth on the performance aspects but I couldn't find a reference readily to resolution of RA discrepancies. That information if available in the FOM though. In this event; had the RA not been boarded and the requirement for a cancellation of the NOTOC then required; I am not sure how I would know. Would that be by ACARS message? I have no experience with that happening.",,"On our final flight from ZZZ to ZZZ1 we had a NOTOC for dry ice in the back. As we were pushing back in ZZZ; we received the load close out; but I didn't review it until we completed the push. While doing my briefing I noticed the RA (Restricted Articles) was not listed. I then called operations to see if they had information about the dry ice being loaded. They said they had no information and would call the crew chief. We decided to start taxiing and it was shorter than normal in ZZZ; but I still tried Operations back; and got nothing back. After about 10 minutes of waiting for a response and being number 1 for takeoff; we elected to takeoff. We just figured maybe they didn't load it; but worst case scenario we it's on there and it wasn't properly put in the system.  About ten minutes after departure we got a new load close out which had exactly the same Zero Fuel Weight (ZFW). Crew chief and ground ops should have done better to make sure dry ice was accounted for in the load closeout. A NOTOC should only be issued after the dangerous good are placed on the plane then we will know it is physically on the plane not going to be placed on the plane.",,"Air carrier flight crew reported a communication breakdown between the flight crew and ground personnel regarding a missing cancellation message that the DG was not loaded on aircraft after receiving a NOTOC during preflight. After multiple attempts to contact ground personnel with no response the flight departed.",
2069508,202401,,,,,,,36000,,,,,,,,,Air Carrier,B757 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Climb,,,,,,,,,,,,,,,,,,,,,,,,,,Pressurization System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 155.75; Flight Crew Total 5473.85; Flight Crew Type 1424.05,,,,,2069508,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Diverted,Aircraft,Aircraft,"While climbing from FL360 to FL380 we received a master warning with a Cabin Altitude EICAS message. We donned our oxygen masks and established communication; [requested priority] and started our descent; accomplished the loss of cabin altitude checklist; and diverted to ZZZ.",,,,"Air carrier pilot reported during cruise climb they received a master warning for cabin altitude. Flight crew descended and diverted to another airport.",
2069603,202401,1201-1800,ZZZ.ARTCC,US,,,,12500,,IMC,,,,,,Center ZZZ,Corporate,EMB ERJ 145 ER/LR,,2,,IFR,Passenger,,Climb,Vectors,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Air Conditioning and Pressurization Pack,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Corporate,First Officer; Pilot Flying,Flight Crew Commercial,,,Time Pressure; Troubleshooting; Workload,,,2069603,Aircraft X,Flight Deck,Corporate,Captain; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP),,,Workload; Time Pressure; Troubleshooting,,,2069604,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Air Traffic Control Issued New Clearance; Air Traffic Control Provided Assistance; Flight Crew Diverted; Flight Crew Landed in Emergency Condition; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Overcame Equipment Problem; General Flight Cancelled / Delayed,Aircraft,Aircraft,"Shortly after takeoff; the cabin altitude went up to 12500 ft. which triggered the warning system. Cabin altitude was matching pressure altitude which means the system wasn't working properly. We leveled off and [notified ATC] due to the high terrain in the area and IMC conditions. We ran the checklist and worked with ATC with headings and altitudes and diverted into ZZZ which had better conditions.Cause: A malfunction of the PACKS on take-off. Possibly a blocked valve from de-icing fluid or another malfunction of the auto pressure system.Suggestions: Continuing to improve the maintenance of the fleet as to prevent systems from malfunctioning.",,"While climbing on the ODP (Obstacle Departure Procedure) from Runway XX out of ZZZ; right after we made our turn to ZZZ VOR we executed our climb sequence to prevent early retraction of flaps due to the lower speed on climb out while executing the turn that has to be done per the ODP. By keeping the flaps extended for a little longer than acceleration altitude; which occurs before the turn we allowed us to have a better maneuvering speed while executing the turn. Once we executed our climb sequence; I gave a quick position report to ZZZ traffic and immediately after I contacted ATC. Right after the call to ATC; as I was about to execute the after take off checklist; we climbed through 10;000 ft. and received a warning aural "CABIN". I looked at our cabin altitude and the indicator was red and showing a cabin altitude of about 10;600 ft. which was about the altitude that we were climbing through at the moment. The aircraft wasn't pressurizing. I went ahead and instructed the FO (First Officer) to stop the climb and hold the current altitude which was about 11;000 msl. I [requested priority handling] due to the high terrain that we were surrounded by; also going in and out of IMC conditions and not being able to climb due to our inability to pressurize the aircraft. I looked at the EICAS and the only message presented at the moment was PACK 1 and 2 VALVES had closed. I reset the PACKS as the QRH procedure states. After resetting the packs; we saw that the aircraft started to pressurize slowly and the cabin altitude went into the green. I ran the QRH for LOSS OF PRESSURIZATION and monitor the system's behavior according to the table on page XX. Eventually the cabin altitude and pressure differential was adequate for our current altitude per the table. Meanwhile; ATC was doing an amazing job at vectoring us away from terrain and traffic. As we saw the system starting to perform appropriately we then continued to climb to a better and safe altitude away from terrain. We contacted Mission Control for us to divert to a better airport and away from terrain. We were told to divert to ZZZ1 and as crew we agreed that it was the best option for us. We knew that maintenance and stairs for the passengers were available at ZZZ1. We continued our climb to a final altitude of FL210 and monitor the pressurization system all the way to ZZZ1; and no abnormalities were presented. We landed safely in ZZZ1 without any other complications. Cause: PACK 1 and 2 VALVE closing while climbing from a field elevation of 7;680 to 10;000 ft. gave a small period of time to reset the packs and help the system pressurize. The workload at on that specific ODP is very high for a small period of time.Suggestions: Higher focus on the performance of the PACKS on climb out.",,"EMB-145 flight crew reported pressurization failure on initial climb. Flight crew diverted and landed safely.",
2069634,202401,,,,,,0,,,,,,,,,,Air Carrier,A319,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Navigational Equipment and Processing,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 184.3; Flight Crew Total 1592.03; Flight Crew Type 1353.52,,Human-Machine Interface; Physiological - Other; Training / Qualification; Workload,,,2069634,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,,,General Release Refused / Aircraft Not Accepted,Aircraft; Human Factors,Human Factors,"Following consult with/dispatch and Maintenance Control I found this aircraft unable to operate due to broken cockpit ND display creating a potential safety of flight concern. This considering aircrew experience with working potential airplane system malfunctions on a partial screen and cumulative fatigue on day 3-of-4.",,,,"A319 Captain reported an aircraft refusal for a broken Nav Display and the challenges to manage potential malfunctions on a partial screen with limited crew experience.",
2069642,202401,,ZZZ.Airport,US,,,0,,,VMC,,,,,,Ground ZZZ,Air Carrier,B737 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Nosewheel Steering,,X,Improperly Operated; Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Last 90 Days 159.17; Flight Crew Total 712.72; Flight Crew Type 712.72,,Training / Qualification,,,2069642,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 202.3; Flight Crew Total 954.60; Flight Crew Type 954.60,,,,,2069641,Aircraft Equipment Problem Critical; Ground Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,Taxi,Flight Crew Regained Aircraft Control,Aircraft; Airport; Human Factors; Weather,Aircraft,"Upon landing on Runway XXR in ZZZ we vacated the runway uneventfully. The ground showed levels of moisture but there was no negative effects to the braking action. After given clearance to taxi; we began to make the slight right jog behind the hangars. As I made the right turn while on the center line the nose gear began to slide left of center line. My speed was no more than 10 knots; I was unable to get the aircraft to turn right until we came to a complete stop almost off the taxiway to the left. There was an aircraft behind us they made no mention of seeing us leave the taxiway. We continued to taxi to the gate. I performed a post flight inspection and saw no evidence of taxiway excursion.",,"After conducting a safe landing on Runway XXR in ZZZ; we were instructed to vacate via taxiway 1; join taxiway 2; and hold short of Runway XYC. Upon coming up to the first jog to the right taxiway 2 makes; the Captain began to initiate a turn. Speed didn't feel to be any faster than what would be commensurate for the turn required given the conditions. The aircraft didn't immediately respond to tiller input; and shortly after we felt the nose wheel skidding on the pavement of the taxiway. A short distance later directional control was regained after skidding left of the taxiway center line. The rest of the taxi-in to the gate was uneventful; and neither of us believe we crossed over the left edge line of the taxiway at any time. The Captain mentioned he went to take a look after we parked at the gate and saw nothing out of the ordinary.",,"B737 flight crew reported a loss of aircraft control on the ground while attempting a turn to the right.  The crew reported aircraft slid from taxiway center line during turn but came to a stop prior to exiting the pavement.",
2069679,202401,0601-1200,ZZZ.Airport,US,,,0,,,IMC,,,,,,Tower ZZZ,Air Carrier,B777 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Takeoff / Launch,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Hydraulic System Pump,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Last 90 Days 161.3; Flight Crew Total 11190.20; Flight Crew Type 6837.32,,,,,2069679,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Other / Unknown,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Rejected Takeoff; Flight Crew Returned To Gate,Aircraft,Aircraft,"At approximately 65 kts on takeoff we received a "Bleed Loss Body" EICAS message. I elected to reject the takeoff. Reject was initiated at about 80 KIAS. Below 85 KIAS as the rejected takeoff (RTO) did NOT engage. Tower was advised of the reject. The First Officer (FO) made a PA to "remain seated". We exited the runway I checked the doors page and the gear page and accomplished the related checklists and elected to return to the gate. Upon inspection Maintenance discovered that a large ADP bleed line (~5" in diameter) had ruptured in the wheel well with a section approximately 14" long mostly gone. Further investigation revealed that the rupture had sent shrapnel all over within the wheel well and the aircraft was removed from service to survey any secondary damage that may have occurred from the shrapnel. Passengers seated in the area reported hearing the bang. We heard nothing in the cockpit. During our debriefing we reviewed the low speed abort criteria and noted that a bleed loss body was not on the list specifically; but more generally under "system failure." Given the Mechanics description of the shrapnel we were left wondering what secondary failures might have been caused by the shrapnel; if any; had we taken the flight airborne. We were not sure what wires and lines run through the area. We did check the air synoptic and noted that the system had performed the automatic isolation as would be expected; thus after the rupture; bleed air was likely not being injected into the area. Perhaps the risk of secondary damage has been assessed; but not being aware of that; at this point I think that perhaps it should be considered to add bleed loss body to the low speed abort item list. As an aside; For XX+ years of my piloting career I have been trained to call out "abort." Being aware of that; since we changed to "reject;" I have briefed that "in the heat of the moment; I am not sure if I will call out reject or abort." It was a valuable briefing; as I called out "Abort." It was hard to unlearn decades of training. I knew as soon as I said it that it was the wrong call out; but my FO know what my decision was and performed perfectly. Also; knowing that the Reject checklist primarily focuses on engine failure/fire; after clearing the runway I called for the bleed loss checklist that was displayed as I was concerned about having hot bleed air ducting into areas it should not and the potential for a fire or related damage. Though we accomplished all of the items on the reject checklist; we realized during our debrief that we had failed to actually run the reject checklist. All of our training for rejects is either to not reject; or for an engine failure/fire. This did not fit into those 2 training events; and yet there were other considerations; hot bleed air leak; secondary damage. As we focused on assessing the potential impact of hot bleed air we forgot to actually run the reject checklist. As this was a low speed reject; without RTO (not as violent as we train in the sim) and an anomaly I have never had; either in the sim or on the line; we were out of the normal sequence where we have been trained to run the reject checklist. When we debriefed this; we reviewed the reject checklist and had in fact accomplished everything on it. I would suggest that training incorporate something like this event for reject training.I had never considered the potential for an explosive bleed line rupture that could cause secondary damage. Though the Maintenance Team did not know the extent of any secondary damage resulting from the shrapnel the potential further reinforced the correctness of my decision to reject the takeoff.",,,,"B777 flight crew received a 'Bleed Loss Body' EICAS message on take-off roll. Flight crew performed a rejected takeoff and returned to the gate.",
